"","year","State_Acronym","SVRNCTAX","state","sales","year_effective","post_eff","rel_year","population"
"1027",1996,"OK",319904,"Oklahoma",33.34,NA,NA,NA,3289.634
"1028",1996,"OR",64409,"Oregon",50,2004,0,-8,3195.087
"1029",1996,"PA",NA,"Pennsylvania",50,2007,0,-11,12038.008
"1030",1996,"RI",NA,"Rhode Island",33.34,2015,0,-19,987.858
"1031",1996,"SC",NA,"South Carolina",50,2007,0,-11,3738.974
"1032",1996,"SD",7087,"South Dakota",NA,NA,NA,NA,730.699
"1033",1996,"TN",989,"Tennessee",33.34,2024,0,-28,5313.576
"1034",1996,"TX",830503,"Texas",NA,NA,NA,NA,19006.24
"1035",1996,"UT",20358,"Utah",33.34,2011,0,-15,2022.253
"1036",1996,"VA",1653,"Virginia",33.34,NA,NA,NA,6665.491
"1037",1996,"VT",NA,"Vermont",33.34,2023,0,-27,586.352
"1038",1996,"WA",88348,"Washington",NA,NA,NA,NA,5509.963
"1039",1996,"WI",2627,"Wisconsin",50,2006,0,-10,5173.828
"1040",1996,"WV",158932,"West Virginia",50,2022,0,-26,1818.983
"1041",1996,"WY",189222,"Wyoming",NA,NA,NA,NA,480.085
"1042",1997,"AK",1058602,"Alaska",33.34,NA,NA,NA,608.846
"1043",1997,"AL",80238,"Alabama",33.34,2021,0,-24,4320.281
"1044",1997,"AR",13450,"Arkansas",50,2021,0,-24,2524.007
"1045",1997,"AZ",0,"Arizona",50,2007,0,-10,4552.207
"1046",1997,"CA",37416,"California",50,2011,0,-14,32217.708
"1047",1997,"CO",30274,"Colorado",33.34,2009,0,-12,3891.293
"1048",1997,"CT",NA,"Connecticut",50,2016,0,-19,3268.514
"1049",1997,"DE",NA,"Delaware",33.34,2017,0,-20,735.024
"1050",1997,"FL",75844,"Florida",50,NA,NA,NA,14683.35
"1051",1997,"GA",NA,"Georgia",50,2006,0,-9,7486.094
"1052",1997,"HI",NA,"Hawaii",33.34,NA,NA,NA,1189.322
"1053",1997,"IA",NA,"Iowa",100,1978,1,19,2854.396
"1054",1997,"ID",3021,"Idaho",50,2022,0,-25,1210.638
"1055",1997,"IL",0,"Illinois",50,1999,0,-2,12011.509
"1056",1997,"IN",611,"Indiana",50,2007,0,-10,5872.37
"1057",1997,"KS",87185,"Kansas",33.34,NA,NA,NA,2616.339
"1058",1997,"KY",186642,"Kentucky",50,2018,0,-21,3907.816
"1059",1997,"LA",408340,"Louisiana",50,2016,0,-19,4351.39
"1060",1997,"MA",NA,"Massachusetts",50,2025,0,-28,6115.476
"1061",1997,"MD",NA,"Maryland",50,2018,0,-21,5092.914
"1062",1997,"ME",NA,"Maine",50,2007,0,-10,1245.215
"1063",1997,"MI",41154,"Michigan",80,1991,1,6,9785.45
"1064",1997,"MN",3218,"Minnesota",70,2007,0,-10,4687.726
"1065",1997,"MO",114,"Missouri",33.34,2020,0,-23,5407.113
"1066",1997,"MS",32933,"Mississippi",33.34,NA,NA,NA,2731.826
"1067",1997,"MT",93907,"Montana",33.34,2025,0,-28,878.706
"1068",1997,"NC",1970,"North Carolina",50,2016,0,-19,7428.672
"1069",1997,"ND",135552,"North Dakota",33.34,2016,0,-19,640.945
"1070",1997,"NE",1806,"Nebraska",100,1988,1,9,1656.042
"1071",1997,"NH",0,"New Hampshire",50,2022,0,-25,1173.239
"1072",1997,"NJ",NA,"New Jersey",50,2012,0,-15,8054.178
"1073",1997,"NM",405828,"New Mexico",33.34,NA,NA,NA,1722.939
"1074",1997,"NV",38892,"Nevada",NA,NA,NA,NA,1675.581
"1075",1997,"NY",NA,"New York",50,2015,0,-18,18143.184
"1076",1997,"OH",9155,"Ohio",50,NA,NA,NA,11212.498
"1077",1997,"OK",404050,"Oklahoma",33.34,NA,NA,NA,3314.259
"1078",1997,"OR",52898,"Oregon",50,2004,0,-7,3243.254
"1079",1997,"PA",NA,"Pennsylvania",50,2007,0,-10,12015.888
"1080",1997,"RI",NA,"Rhode Island",33.34,2015,0,-18,986.966
"1081",1997,"SC",NA,"South Carolina",50,2007,0,-10,3790.066
"1082",1997,"SD",6958,"South Dakota",NA,NA,NA,NA,730.855
"1083",1997,"TN",1124,"Tennessee",50,2024,0,-27,5378.433
"1084",1997,"TX",1147660,"Texas",NA,NA,NA,NA,19355.427
"1085",1997,"UT",25137,"Utah",33.34,2011,0,-14,2065.397
"1086",1997,"VA",1715,"Virginia",33.34,NA,NA,NA,6732.878
"1087",1997,"VT",NA,"Vermont",33.34,2023,0,-26,588.665
"1088",1997,"WA",82170,"Washington",NA,NA,NA,NA,5604.105
"1089",1997,"WI",2181,"Wisconsin",50,2006,0,-9,5200.235
"1090",1997,"WV",184656,"West Virginia",50,2022,0,-25,1815.588
"1091",1997,"WY",213197,"Wyoming",NA,NA,NA,NA,480.031
"1092",1998,"AK",645358,"Alaska",33.34,NA,NA,NA,615.205
"1093",1998,"AL",68999,"Alabama",33.34,2021,0,-23,4351.037
"1094",1998,"AR",12692,"Arkansas",50,2021,0,-23,2538.202
"1095",1998,"AZ",0,"Arizona",50,2007,0,-9,4667.277
"1096",1998,"CA",36247,"California",50,2011,0,-13,32682.794
"1097",1998,"CO",32625,"Colorado",33.34,2009,0,-11,3968.967
"1098",1998,"CT",NA,"Connecticut",50,2016,0,-18,3272.563
"1099",1998,"DE",NA,"Delaware",33.34,2017,0,-19,744.066
"1100",1998,"FL",69722,"Florida",50,NA,NA,NA,14908.23
"1101",1998,"GA",NA,"Georgia",50,2006,0,-8,7636.522
"1102",1998,"HI",NA,"Hawaii",33.34,NA,NA,NA,1190.472
"1103",1998,"IA",NA,"Iowa",100,1978,1,20,2861.025
"1104",1998,"ID",3391,"Idaho",50,2022,0,-24,1230.923
"1105",1998,"IL",0,"Illinois",50,1999,0,-1,12069.774
"1106",1998,"IN",642,"Indiana",50,2007,0,-9,5907.617
"1107",1998,"KS",72962,"Kansas",33.34,NA,NA,NA,2638.667
"1108",1998,"KY",186058,"Kentucky",50,2018,0,-20,3934.31
"1109",1998,"LA",503362,"Louisiana",50,2016,0,-18,4362.758
"1110",1998,"MA",NA,"Massachusetts",50,2025,0,-27,6144.407
"1111",1998,"MD",NA,"Maryland",50,2018,0,-20,5130.072
"1112",1998,"ME",NA,"Maine",50,2007,0,-9,1247.554
"1113",1998,"MI",30982,"Michigan",80,1991,1,7,9820.231
"1114",1998,"MN",1295,"Minnesota",70,2007,0,-9,4726.411
"1115",1998,"MO",81,"Missouri",33.34,2020,0,-22,5437.562
"1116",1998,"MS",29682,"Mississippi",33.34,NA,NA,NA,2751.335
"1117",1998,"MT",76112,"Montana",33.34,2025,0,-27,879.533
"1118",1998,"NC",2015,"North Carolina",50,2016,0,-18,7545.828
"1119",1998,"ND",121192,"North Dakota",33.34,2016,0,-18,637.808
"1120",1998,"NE",1334,"Nebraska",100,1988,1,10,1660.772
"1121",1998,"NH",0,"New Hampshire",50,2022,0,-24,1185.823
"1122",1998,"NJ",NA,"New Jersey",50,2012,0,-14,8095.542
"1123",1998,"NM",407699,"New Mexico",33.34,NA,NA,NA,1733.535
"1124",1998,"NV",31164,"Nevada",NA,NA,NA,NA,1743.772
"1125",1998,"NY",NA,"New York",50,2015,0,-17,18159.175
"1126",1998,"OH",9245,"Ohio",50,NA,NA,NA,11237.752
"1127",1998,"OK",338497,"Oklahoma",33.34,NA,NA,NA,3339.478
"1128",1998,"OR",45839,"Oregon",50,2004,0,-6,3282.055
"1129",1998,"PA",NA,"Pennsylvania",50,2007,0,-9,12002.329
"1130",1998,"RI",NA,"Rhode Island",33.34,2015,0,-17,987.704
"1131",1998,"SC",NA,"South Carolina",50,2007,0,-9,3839.578
"1132",1998,"SD",3190,"South Dakota",NA,NA,NA,NA,730.789
"1133",1998,"TN",861,"Tennessee",50,2024,0,-26,5432.679
"1134",1998,"TX",884578,"Texas",NA,NA,NA,NA,19712.389
"1135",1998,"UT",23009,"Utah",33.34,2011,0,-13,2100.562
"1136",1998,"VA",1924,"Virginia",33.34,NA,NA,NA,6789.225
"1137",1998,"VT",NA,"Vermont",33.34,2023,0,-25,590.579
"1138",1998,"WA",68351,"Washington",NA,NA,NA,NA,5687.832
"1139",1998,"WI",2945,"Wisconsin",50,2006,0,-8,5222.124
"1140",1998,"WV",185551,"West Virginia",50,2022,0,-24,1811.688
"1141",1998,"WY",268169,"Wyoming",NA,NA,NA,NA,480.045
"1142",1999,"AK",426022,"Alaska",33.34,NA,NA,NA,619.5
"1143",1999,"AL",50381,"Alabama",33.34,2021,0,-22,4369.862
"1144",1999,"AR",10236,"Arkansas",50,2021,0,-22,2551.373
"1145",1999,"AZ",0,"Arizona",50,2007,0,-8,4778.332
"1146",1999,"CA",33742,"California",50,2011,0,-12,33145.121
"1147",1999,"CO",33980,"Colorado",33.34,2009,0,-10,4056.133
"1148",1999,"CT",NA,"Connecticut",50,2016,0,-17,3282.031
"1149",1999,"DE",NA,"Delaware",33.34,2017,0,-18,753.538
"1150",1999,"FL",67100,"Florida",50,NA,NA,NA,15111.244
"1151",1999,"GA",NA,"Georgia",50,2006,0,-7,7788.24
"1152",1999,"HI",NA,"Hawaii",33.34,NA,NA,NA,1185.497
"1153",1999,"IA",NA,"Iowa",100,1978,1,21,2869.413
"1154",1999,"ID",4545,"Idaho",50,2022,0,-23,1251.7
"1155",1999,"IL",0,"Illinois",66.67,1999,1,0,12128.37
"1156",1999,"IN",506,"Indiana",50,2007,0,-8,5942.901
"1157",1999,"KS",49276,"Kansas",33.34,NA,NA,NA,2654.052
"1158",1999,"KY",174778,"Kentucky",50,2018,0,-19,3960.825
"1159",1999,"LA",350703,"Louisiana",50,2016,0,-17,4372.035
"1160",1999,"MA",NA,"Massachusetts",50,2025,0,-26,6175.169
"1161",1999,"MD",NA,"Maryland",50,2018,0,-19,5171.634
"1162",1999,"ME",NA,"Maine",50,2007,0,-8,1253.04
"1163",1999,"MI",24214,"Michigan",90,1991,1,8,9863.775
"1164",1999,"MN",2164,"Minnesota",70,2007,0,-8,4775.508
"1165",1999,"MO",33,"Missouri",100,2020,0,-21,5468.338
"1166",1999,"MS",19259,"Mississippi",33.34,NA,NA,NA,2768.619
"1167",1999,"MT",74190,"Montana",33.34,2025,0,-26,882.779
"1168",1999,"NC",1950,"North Carolina",50,2016,0,-17,7650.789
"1169",1999,"ND",100114,"North Dakota",33.34,2016,0,-17,633.666
"1170",1999,"NE",764,"Nebraska",100,1988,1,11,1666.028
"1171",1999,"NH",0,"New Hampshire",50,2022,0,-23,1201.134
"1172",1999,"NJ",NA,"New Jersey",50,2012,0,-13,8143.412
"1173",1999,"NM",269940,"New Mexico",33.34,NA,NA,NA,1739.844
"1174",1999,"NV",33193,"Nevada",NA,NA,NA,NA,1809.253
"1175",1999,"NY",NA,"New York",50,2015,0,-16,18196.601
"1176",1999,"OH",12167,"Ohio",60,NA,NA,NA,11256.654
"1177",1999,"OK",210205,"Oklahoma",33.34,NA,NA,NA,3358.044
"1178",1999,"OR",49558,"Oregon",50,2004,0,-5,3316.154
"1179",1999,"PA",NA,"Pennsylvania",50,2007,0,-8,11994.016
"1180",1999,"RI",NA,"Rhode Island",33.34,2015,0,-16,990.819
"1181",1999,"SC",NA,"South Carolina",50,2007,0,-8,3885.736
"1182",1999,"SD",3178,"South Dakota",NA,NA,NA,NA,733.133
"1183",1999,"TN",802,"Tennessee",50,2024,0,-25,5483.535
"1184",1999,"TX",705245,"Texas",NA,NA,NA,NA,20044.141
"1185",1999,"UT",14513,"Utah",33.34,2011,0,-12,2129.836
"1186",1999,"VA",1815,"Virginia",33.34,NA,NA,NA,6872.912
"1187",1999,"VT",NA,"Vermont",33.34,2023,0,-24,593.74
"1188",1999,"WA",62324,"Washington",NA,NA,NA,NA,5756.361
"1189",1999,"WI",2456,"Wisconsin",50,2006,0,-7,5250.446
"1190",1999,"WV",153355,"West Virginia",50,2022,0,-23,1806.928
"1191",1999,"WY",192442,"Wyoming",NA,NA,NA,NA,479.602
"1192",2000,"AK",708390,"Alaska",33.34,NA,NA,NA,627.963
"1193",2000,"AL",80738,"Alabama",33.34,2021,0,-21,4452.173
"1194",2000,"AR",14558,"Arkansas",50,2021,0,-21,2678.588
"1195",2000,"AZ",0,"Arizona",50,2007,0,-7,5160.586
"1196",2000,"CA",24697,"California",50,2011,0,-11,33987.977
"1197",2000,"CO",31948,"Colorado",33.34,2009,0,-9,4326.921
"1198",2000,"CT",NA,"Connecticut",50,2016,0,-16,3411.777
"1199",2000,"DE",NA,"Delaware",33.34,2017,0,-17,786.373
"1200",2000,"FL",56597,"Florida",50,NA,NA,NA,16047.515
"1201",2000,"GA",NA,"Georgia",50,2006,0,-6,8227.303
"1202",2000,"HI",NA,"Hawaii",33.34,NA,NA,NA,1213.519
"1203",2000,"IA",NA,"Iowa",100,1978,1,22,2929.067
"1204",2000,"ID",3369,"Idaho",50,2022,0,-22,1299.43
"1205",2000,"IL",240,"Illinois",83.33,1999,1,1,12434.161
"1206",2000,"IN",467,"Indiana",50,2007,0,-7,6091.866
"1207",2000,"KS",62048,"Kansas",33.34,NA,NA,NA,2693.681
"1208",2000,"KY",170476,"Kentucky",50,2018,0,-18,4049.021
"1209",2000,"LA",378773,"Louisiana",50,2016,0,-16,4471.885
"1210",2000,"MA",NA,"Massachusetts",50,2025,0,-25,6361.104
"1211",2000,"MD",NA,"Maryland",50,2018,0,-18,5311.034
"1212",2000,"ME",NA,"Maine",50,2007,0,-7,1277.072
"1213",2000,"MI",45140,"Michigan",90,1991,1,9,9952.45
"1214",2000,"MN",2292,"Minnesota",70,2007,0,-7,4933.692
"1215",2000,"MO",120,"Missouri",100,2020,0,-20,5607.285
"1216",2000,"MS",28139,"Mississippi",33.34,NA,NA,NA,2848.353
"1217",2000,"MT",85226,"Montana",33.34,2025,0,-25,903.773
"1218",2000,"NC",1937,"North Carolina",50,2016,0,-16,8081.614
"1219",2000,"ND",144740,"North Dakota",33.34,2016,0,-16,642.023
"1220",2000,"NE",1658,"Nebraska",100,1988,1,12,1713.82
"1221",2000,"NH",0,"New Hampshire",50,2022,0,-22,1239.882
"1222",2000,"NJ",NA,"New Jersey",50,2012,0,-12,8430.621
"1223",2000,"NM",439327,"New Mexico",33.34,NA,NA,NA,1821.204
"1224",2000,"NV",28815,"Nevada",NA,NA,NA,NA,2018.741
"1225",2000,"NY",NA,"New York",50,2015,0,-15,19001.78
"1226",2000,"OH",9308,"Ohio",60,NA,NA,NA,11363.543
"1227",2000,"OK",392606,"Oklahoma",33.34,NA,NA,NA,3454.365
"1228",2000,"OR",38899,"Oregon",50,2004,0,-4,3429.708
"1229",2000,"PA",NA,"Pennsylvania",60,2007,0,-7,12284.173
"1230",2000,"RI",NA,"Rhode Island",33.34,2015,0,-15,1050.268
"1231",2000,"SC",NA,"South Carolina",50,2007,0,-7,4024.223
"1232",2000,"SD",2714,"South Dakota",NA,NA,NA,NA,755.844
"1233",2000,"TN",957,"Tennessee",50,2024,0,-24,5703.719
"1234",2000,"TX",1119467,"Texas",NA,NA,NA,NA,20944.499
"1235",2000,"UT",26689,"Utah",33.34,2011,0,-11,2244.502
"1236",2000,"VA",1910,"Virginia",50,NA,NA,NA,7105.817
"1237",2000,"VT",NA,"Vermont",33.34,2023,0,-23,609.618
"1238",2000,"WA",61086,"Washington",NA,NA,NA,NA,5910.512
"1239",2000,"WI",4749,"Wisconsin",50,2006,0,-6,5373.999
"1240",2000,"WV",154239,"West Virginia",50,2022,0,-22,1807.021
"1241",2000,"WY",245693,"Wyoming",NA,NA,NA,NA,494.3
"1242",2001,"AK",772403,"Alaska",33.34,NA,NA,NA,633.714
"1243",2001,"AL",118310,"Alabama",33.34,2021,0,-20,4467.634
"1244",2001,"AR",15904,"Arkansas",50,2021,0,-20,2691.571
"1245",2001,"AZ",4218,"Arizona",50,2007,0,-6,5273.477
"1246",2001,"CA",24636,"California",50,2011,0,-10,34479.458
"1247",2001,"CO",61917,"Colorado",33.34,2009,0,-8,4425.687
"1248",2001,"CT",NA,"Connecticut",50,2016,0,-15,3432.835
"1249",2001,"DE",NA,"Delaware",33.34,2017,0,-16,795.699
"1250",2001,"FL",49315,"Florida",50,NA,NA,NA,16356.966
"1251",2001,"GA",NA,"Georgia",50,2006,0,-5,8377.038
"1252",2001,"HI",NA,"Hawaii",33.34,NA,NA,NA,1225.948
"1253",2001,"IA",NA,"Iowa",100,1978,1,23,2931.997
"1254",2001,"ID",2556,"Idaho",50,2022,0,-21,1319.962
"1255",2001,"IL",294,"Illinois",100,1999,1,2,12488.445
"1256",2001,"IN",565,"Indiana",50,2007,0,-6,6127.76
"1257",2001,"KS",113968,"Kansas",33.34,NA,NA,NA,2702.162
"1258",2001,"KY",174995,"Kentucky",50,2018,0,-17,4068.132
"1259",2001,"LA",464420,"Louisiana",50,2016,0,-15,4477.875
"1260",2001,"MA",NA,"Massachusetts",50,2025,0,-24,6397.634
"1261",2001,"MD",NA,"Maryland",50,2018,0,-17,5374.691
"1262",2001,"ME",NA,"Maine",50,2007,0,-6,1285.692
"1263",2001,"MI",61804,"Michigan",90,1991,1,10,9991.12
"1264",2001,"MN",1147,"Minnesota",75,2007,0,-6,4982.796
"1265",2001,"MO",63,"Missouri",100,2020,0,-19,5641.142
"1266",2001,"MS",35103,"Mississippi",33.34,NA,NA,NA,2852.994
"1267",2001,"MT",131900,"Montana",33.34,2025,0,-24,906.961
"1268",2001,"NC",2047,"North Carolina",50,2016,0,-15,8210.122
"1269",2001,"ND",164624,"North Dakota",33.34,2016,0,-15,639.062
"1270",2001,"NE",2041,"Nebraska",100,1988,1,13,1719.836
"1271",2001,"NH",0,"New Hampshire",50,2022,0,-21,1255.517
"1272",2001,"NJ",NA,"New Jersey",50,2012,0,-11,8492.671
"1273",2001,"NM",675212,"New Mexico",33.34,NA,NA,NA,1831.69
"1274",2001,"NV",29675,"Nevada",NA,NA,NA,NA,2098.399
"1275",2001,"NY",NA,"New York",50,2015,0,-14,19082.838
"1276",2001,"OH",8302,"Ohio",60,NA,NA,NA,11387.404
"1277",2001,"OK",711072,"Oklahoma",33.34,NA,NA,NA,3467.1
"1278",2001,"OR",34923,"Oregon",50,2004,0,-3,3467.937
"1279",2001,"PA",NA,"Pennsylvania",60,2007,0,-6,12298.97
"1280",2001,"RI",NA,"Rhode Island",33.34,2015,0,-14,1057.142
"1281",2001,"SC",NA,"South Carolina",50,2007,0,-6,4064.995
"1282",2001,"SD",2187,"South Dakota",NA,NA,NA,NA,757.972
"1283",2001,"TN",1131,"Tennessee",50,2024,0,-23,5750.789
"1284",2001,"TX",2044795,"Texas",NA,NA,NA,NA,21319.622
"1285",2001,"UT",51853,"Utah",33.34,2011,0,-10,2283.715
"1286",2001,"VA",1727,"Virginia",50,NA,NA,NA,7198.362
"1287",2001,"VT",NA,"Vermont",33.34,2023,0,-22,612.223
"1288",2001,"WA",55162,"Washington",NA,NA,NA,NA,5985.722
"1289",2001,"WI",1340,"Wisconsin",50,2006,0,-5,5406.835
"1290",2001,"WV",167823,"West Virginia",50,2022,0,-21,1801.481
"1291",2001,"WY",421301,"Wyoming",NA,NA,NA,NA,494.657
"1292",2002,"AK",551293,"Alaska",33.34,NA,NA,NA,642.337
"1293",2002,"AL",65667,"Alabama",33.34,2021,0,-19,4480.089
"1294",2002,"AR",13217,"Arkansas",50,2021,0,-19,2705.927
"1295",2002,"AZ",6417,"Arizona",50,2007,0,-5,5396.255
"1296",2002,"CA",28569,"California",50,2011,0,-9,34871.843
"1297",2002,"CO",57130,"Colorado",33.34,2009,0,-7,4490.406
"1298",2002,"CT",NA,"Connecticut",50,2016,0,-14,3458.749
"1299",2002,"DE",NA,"Delaware",33.34,2017,0,-15,806.169
"1300",2002,"FL",40114,"Florida",50,NA,NA,NA,16689.37
"1301",2002,"GA",NA,"Georgia",50,2006,0,-4,8508.256
"1302",2002,"HI",NA,"Hawaii",33.34,NA,NA,NA,1239.613
"1303",2002,"IA",NA,"Iowa",100,1978,1,24,2934.234
"1304",2002,"ID",3650,"Idaho",50,2022,0,-20,1340.372
"1305",2002,"IL",259,"Illinois",100,1999,1,3,12525.556
"1306",2002,"IN",652,"Indiana",50,2007,0,-5,6155.967
"1307",2002,"KS",66810,"Kansas",33.34,NA,NA,NA,2713.535
"1308",2002,"KY",187416,"Kentucky",50,2018,0,-16,4089.875
"1309",2002,"LA",493662,"Louisiana",50,2016,0,-14,4497.267
"1310",2002,"MA",NA,"Massachusetts",50,2025,0,-23,6417.206
"1311",2002,"MD",NA,"Maryland",50,2018,0,-16,5440.389
"1312",2002,"ME",NA,"Maine",50,2007,0,-5,1295.96
"1313",2002,"MI",31688,"Michigan",90,1991,1,11,10015.71
"1314",2002,"MN",13477,"Minnesota",75,2007,0,-5,5018.935
"1315",2002,"MO",0,"Missouri",100,2020,0,-18,5674.825
"1316",2002,"MS",31897,"Mississippi",33.34,NA,NA,NA,2858.681
"1317",2002,"MT",88882,"Montana",33.34,2025,0,-23,911.667
"1318",2002,"NC",1889,"North Carolina",50,2016,0,-14,8326.201
"1319",2002,"ND",138244,"North Dakota",33.34,2016,0,-14,638.168
"1320",2002,"NE",1221,"Nebraska",100,1988,1,14,1728.292
"1321",2002,"NH",0,"New Hampshire",50,2022,0,-20,1269.089
"1322",2002,"NJ",NA,"New Jersey",50,2012,0,-10,8552.643
"1323",2002,"NM",453397,"New Mexico",33.34,NA,NA,NA,1855.309
"1324",2002,"NV",21493,"Nevada",NA,NA,NA,NA,2173.791
"1325",2002,"NY",NA,"New York",50,2015,0,-13,19137.8
"1326",2002,"OH",8655,"Ohio",60,NA,NA,NA,11407.889
"1327",2002,"OK",364459,"Oklahoma",33.34,NA,NA,NA,3489.08
"1328",2002,"OR",29612,"Oregon",50,2004,0,-2,3513.424
"1329",2002,"PA",NA,"Pennsylvania",60,2007,0,-5,12331.031
"1330",2002,"RI",NA,"Rhode Island",33.34,2015,0,-13,1065.995
"1331",2002,"SC",NA,"South Carolina",50,2007,0,-5,4107.795
"1332",2002,"SD",2191,"South Dakota",NA,NA,NA,NA,760.02
"1333",2002,"TN",1120,"Tennessee",50,2024,0,-22,5795.918
"1334",2002,"TX",974727,"Texas",NA,NA,NA,NA,21690.325
"1335",2002,"UT",28972,"Utah",33.34,2011,0,-9,2324.815
"1336",2002,"VA",1644,"Virginia",50,NA,NA,NA,7286.873
"1337",2002,"VT",NA,"Vermont",33.34,2023,0,-21,615.442
"1338",2002,"WA",43418,"Washington",NA,NA,NA,NA,6052.349
"1339",2002,"WI",3460,"Wisconsin",50,2006,0,-4,5445.162
"1340",2002,"WV",177093,"West Virginia",50,2022,0,-20,1805.414
"1341",2002,"WY",301594,"Wyoming",NA,NA,NA,NA,500.017
"1342",2003,"AK",640856,"Alaska",33.34,NA,NA,NA,648.414
"1343",2003,"AL",104386,"Alabama",33.34,2021,0,-18,4503.491
"1344",2003,"AR",15213,"Arkansas",50,2021,0,-18,2724.816
"1345",2003,"AZ",14662,"Arizona",50,2007,0,-4,5510.364
"1346",2003,"CA",12485,"California",50,2011,0,-8,35253.159
"1347",2003,"CO",37245,"Colorado",33.34,2009,0,-6,4528.732
"1348",2003,"CT",NA,"Connecticut",50,2016,0,-13,3484.336
"1349",2003,"DE",NA,"Delaware",33.34,2017,0,-14,818.003
"1350",2003,"FL",46700,"Florida",50,NA,NA,NA,17004.085
"1351",2003,"GA",NA,"Georgia",50,2006,0,-3,8622.793
"1352",2003,"HI",NA,"Hawaii",33.34,NA,NA,NA,1251.154
"1353",2003,"IA",NA,"Iowa",100,1978,1,25,2941.999
"1354",2003,"ID",2450,"Idaho",50,2022,0,-19,1363.38
"1355",2003,"IL",295,"Illinois",100,1999,1,4,12556.006
"1356",2003,"IN",652,"Indiana",50,2007,0,-4,6196.638
"1357",2003,"KS",85271,"Kansas",33.34,NA,NA,NA,2723.004
"1358",2003,"KY",172202,"Kentucky",50,2018,0,-15,4117.17
"1359",2003,"LA",482340,"Louisiana",50,2016,0,-13,4521.042
"1360",2003,"MA",NA,"Massachusetts",50,2025,0,-22,6422.565
"1361",2003,"MD",NA,"Maryland",50,2018,0,-15,5496.269
"1362",2003,"ME",NA,"Maine",50,2007,0,-4,1306.513
"1363",2003,"MI",49118,"Michigan",90,1991,1,12,10041.152
"1364",2003,"MN",23083,"Minnesota",75,2007,0,-4,5053.572
"1365",2003,"MO",33,"Missouri",100,2020,0,-17,5709.403
"1366",2003,"MS",47241,"Mississippi",33.34,NA,NA,NA,2868.312
"1367",2003,"MT",111095,"Montana",33.34,2025,0,-22,919.63
"1368",2003,"NC",1858,"North Carolina",50,2016,0,-13,8422.501
"1369",2003,"ND",161253,"North Dakota",33.34,2016,0,-13,638.817
"1370",2003,"NE",1782,"Nebraska",100,1988,1,15,1738.643
"1371",2003,"NH",0,"New Hampshire",50,2022,0,-19,1279.84
"1372",2003,"NJ",NA,"New Jersey",50,2012,0,-9,8601.402
"1373",2003,"NM",483739,"New Mexico",33.34,NA,NA,NA,1877.574
"1374",2003,"NV",25162,"Nevada",NA,NA,NA,NA,2248.85
"1375",2003,"NY",NA,"New York",50,2015,0,-12,19175.939
"1376",2003,"OH",8065,"Ohio",60,NA,NA,NA,11434.788
"1377",2003,"OK",547951,"Oklahoma",33.34,NA,NA,NA,3504.892
"1378",2003,"OR",25797,"Oregon",50,2004,0,-1,3547.376
"1379",2003,"PA",NA,"Pennsylvania",60,2007,0,-4,12374.658
"1380",2003,"RI",NA,"Rhode Island",33.34,2015,0,-12,1071.342
"1381",2003,"SC",NA,"South Carolina",50,2007,0,-4,4150.297
"1382",2003,"SD",2755,"South Dakota",NA,NA,NA,NA,763.729
"1383",2003,"TN",1095,"Tennessee",50,2024,0,-21,5847.812
"1384",2003,"TX",1501289,"Texas",NA,NA,NA,NA,22030.931
"1385",2003,"UT",37788,"Utah",33.34,2011,0,-8,2360.137
"1386",2003,"VA",1608,"Virginia",50,NA,NA,NA,7366.977
"1387",2003,"VT",NA,"Vermont",33.34,2023,0,-20,617.858
"1388",2003,"WA",38360,"Washington",NA,NA,NA,NA,6104.115
"1389",2003,"WI",3295,"Wisconsin",50,2006,0,-3,5479.203
"1390",2003,"WV",193680,"West Virginia",50,2022,0,-19,1812.295
"1391",2003,"WY",440757,"Wyoming",NA,NA,NA,NA,503.453
"1392",2004,"AK",697394,"Alaska",33.34,NA,NA,NA,659.286
"1393",2004,"AL",113646,"Alabama",33.34,2021,0,-17,4530.729
"1394",2004,"AR",15840,"Arkansas",50,2021,0,-17,2749.686
"1395",2004,"AZ",15544,"Arizona",50,2007,0,-3,5652.404
"1396",2004,"CA",14471,"California",50,2011,0,-7,35574.576
"1397",2004,"CO",115884,"Colorado",33.34,2009,0,-5,4575.013
"1398",2004,"CT",NA,"Connecticut",50,2016,0,-12,3496.094
"1399",2004,"DE",NA,"Delaware",33.34,2017,0,-13,830.803
"1400",2004,"FL",48651,"Florida",50,NA,NA,NA,17415.318
"1401",2004,"GA",NA,"Georgia",50,2006,0,-2,8769.252
"1402",2004,"HI",NA,"Hawaii",33.34,NA,NA,NA,1273.569
"1403",2004,"IA",NA,"Iowa",100,1978,1,26,2953.635
"1404",2004,"ID",2568,"Idaho",50,2022,0,-18,1391.802
"1405",2004,"IL",349,"Illinois",100,1999,1,5,12589.773
"1406",2004,"IN",563,"Indiana",50,2007,0,-3,6233.007
"1407",2004,"KS",98148,"Kansas",33.34,NA,NA,NA,2734.373
"1408",2004,"KY",187109,"Kentucky",50,2018,0,-14,4146.101
"1409",2004,"LA",476609,"Louisiana",50,2016,0,-12,4552.238
"1410",2004,"MA",NA,"Massachusetts",50,2025,0,-21,6412.281
"1411",2004,"MD",NA,"Maryland",50,2018,0,-14,5546.935
"1412",2004,"ME",NA,"Maine",50,2007,0,-3,1313.688
