"State_Acronym","year","SVRNCTAX","state","sales","year_effective","post_eff","rel_year"
"CO",2012,175090,"Colorado",100,2009,1,3
"CO",2013,147732,"Colorado",100,2009,1,4
"CO",2014,245087,"Colorado",100,2009,1,5
"CO",2015,292683,"Colorado",100,2009,1,6
"CO",2016,84079,"Colorado",100,2009,1,7
"CO",2017,0,"Colorado",100,2009,1,8
"CO",2018,102722,"Colorado",100,2009,1,9
"CO",2019,217945,"Colorado",100,2009,1,10
"CO",2020,147878,"Colorado",100,2009,1,11
"CO",2021,0,"Colorado",100,2009,1,12
"CO",2022,306810,"Colorado",100,2009,1,13
"CT",1976,NA,"Connecticut",33.34,2016,0,-40
"CT",1977,NA,"Connecticut",33.34,2016,0,-39
"CT",1978,NA,"Connecticut",33.34,2016,0,-38
"CT",1979,NA,"Connecticut",33.34,2016,0,-37
"CT",1980,NA,"Connecticut",33.34,2016,0,-36
"CT",1981,NA,"Connecticut",33.34,2016,0,-35
"CT",1982,NA,"Connecticut",33.34,2016,0,-34
"CT",1983,NA,"Connecticut",50,2016,0,-33
"CT",1984,NA,"Connecticut",50,2016,0,-32
"CT",1985,NA,"Connecticut",50,2016,0,-31
"CT",1986,NA,"Connecticut",50,2016,0,-30
"CT",1987,NA,"Connecticut",50,2016,0,-29
"CT",1988,NA,"Connecticut",50,2016,0,-28
"CT",1989,NA,"Connecticut",50,2016,0,-27
"CT",1990,NA,"Connecticut",50,2016,0,-26
"CT",1991,NA,"Connecticut",50,2016,0,-25
"CT",1992,NA,"Connecticut",50,2016,0,-24
"CT",1993,NA,"Connecticut",50,2016,0,-23
"CT",1994,NA,"Connecticut",50,2016,0,-22
"CT",1995,NA,"Connecticut",50,2016,0,-21
"CT",1996,NA,"Connecticut",50,2016,0,-20
"CT",1997,NA,"Connecticut",50,2016,0,-19
"CT",1998,NA,"Connecticut",50,2016,0,-18
"CT",1999,NA,"Connecticut",50,2016,0,-17
"CT",2000,NA,"Connecticut",50,2016,0,-16
"CT",2001,NA,"Connecticut",50,2016,0,-15
"CT",2002,NA,"Connecticut",50,2016,0,-14
"CT",2003,NA,"Connecticut",50,2016,0,-13
"CT",2004,NA,"Connecticut",50,2016,0,-12
"CT",2005,NA,"Connecticut",50,2016,0,-11
"CT",2006,NA,"Connecticut",50,2016,0,-10
"CT",2007,NA,"Connecticut",50,2016,0,-9
"CT",2008,NA,"Connecticut",50,2016,0,-8
"CT",2009,NA,"Connecticut",50,2016,0,-7
"CT",2010,NA,"Connecticut",50,2016,0,-6
"CT",2011,NA,"Connecticut",50,2016,0,-5
"CT",2012,NA,"Connecticut",50,2016,0,-4
"CT",2013,NA,"Connecticut",50,2016,0,-3
"CT",2014,NA,"Connecticut",50,2016,0,-2
"CT",2015,NA,"Connecticut",50,2016,0,-1
"CT",2016,NA,"Connecticut",100,2016,1,0
"CT",2017,NA,"Connecticut",100,2016,1,1
"CT",2018,NA,"Connecticut",100,2016,1,2
"CT",2019,NA,"Connecticut",100,2016,1,3
"CT",2020,NA,"Connecticut",100,2016,1,4
"CT",2021,NA,"Connecticut",100,2016,1,5
"CT",2022,NA,"Connecticut",100,2016,1,6
"DE",1976,NA,"Delaware",33.34,2017,0,-41
"DE",1977,NA,"Delaware",33.34,2017,0,-40
"DE",1978,NA,"Delaware",33.34,2017,0,-39
"DE",1979,NA,"Delaware",33.34,2017,0,-38
"DE",1980,NA,"Delaware",33.34,2017,0,-37
"DE",1981,NA,"Delaware",33.34,2017,0,-36
"DE",1982,NA,"Delaware",33.34,2017,0,-35
"DE",1983,NA,"Delaware",33.34,2017,0,-34
"DE",1984,NA,"Delaware",33.34,2017,0,-33
"DE",1985,NA,"Delaware",33.34,2017,0,-32
"DE",1986,NA,"Delaware",33.34,2017,0,-31
"DE",1987,NA,"Delaware",33.34,2017,0,-30
"DE",1988,NA,"Delaware",33.34,2017,0,-29
"DE",1989,NA,"Delaware",33.34,2017,0,-28
"DE",1990,NA,"Delaware",33.34,2017,0,-27
"DE",1991,NA,"Delaware",33.34,2017,0,-26
"DE",1992,NA,"Delaware",33.34,2017,0,-25
"DE",1993,NA,"Delaware",33.34,2017,0,-24
"DE",1994,NA,"Delaware",33.34,2017,0,-23
"DE",1995,NA,"Delaware",33.34,2017,0,-22
"DE",1996,NA,"Delaware",33.34,2017,0,-21
"DE",1997,NA,"Delaware",33.34,2017,0,-20
"DE",1998,NA,"Delaware",33.34,2017,0,-19
"DE",1999,NA,"Delaware",33.34,2017,0,-18
"DE",2000,NA,"Delaware",33.34,2017,0,-17
"DE",2001,NA,"Delaware",33.34,2017,0,-16
"DE",2002,NA,"Delaware",33.34,2017,0,-15
"DE",2003,NA,"Delaware",33.34,2017,0,-14
"DE",2004,NA,"Delaware",33.34,2017,0,-13
"DE",2005,NA,"Delaware",33.34,2017,0,-12
"DE",2006,NA,"Delaware",33.34,2017,0,-11
"DE",2007,NA,"Delaware",33.34,2017,0,-10
"DE",2008,NA,"Delaware",33.34,2017,0,-9
"DE",2009,NA,"Delaware",33.34,2017,0,-8
"DE",2010,NA,"Delaware",33.34,2017,0,-7
"DE",2011,NA,"Delaware",33.34,2017,0,-6
"DE",2012,NA,"Delaware",33.34,2017,0,-5
"DE",2013,NA,"Delaware",33.34,2017,0,-4
"DE",2014,NA,"Delaware",33.34,2017,0,-3
"DE",2015,NA,"Delaware",33.34,2017,0,-2
"DE",2016,NA,"Delaware",33.34,2017,0,-1
"DE",2017,NA,"Delaware",50,2017,1,0
"DE",2018,NA,"Delaware",60,2017,1,1
"DE",2019,NA,"Delaware",75,2017,1,2
"DE",2020,NA,"Delaware",100,2017,1,3
"DE",2021,NA,"Delaware",100,2017,1,4
"DE",2022,NA,"Delaware",100,2017,1,5
"FL",1976,47377,"Florida",50,NA,NA,NA
"FL",1977,47076,"Florida",50,NA,NA,NA
"FL",1978,94804,"Florida",50,NA,NA,NA
"FL",1979,91902,"Florida",50,NA,NA,NA
"FL",1980,121254,"Florida",50,NA,NA,NA
"FL",1981,169213,"Florida",50,NA,NA,NA
"FL",1982,157633,"Florida",50,NA,NA,NA
"FL",1983,137933,"Florida",50,NA,NA,NA
"FL",1984,157823,"Florida",50,NA,NA,NA
"FL",1985,173178,"Florida",50,NA,NA,NA
"FL",1986,170902,"Florida",50,NA,NA,NA
"FL",1987,81268,"Florida",50,NA,NA,NA
"FL",1988,75023,"Florida",50,NA,NA,NA
"FL",1989,60553,"Florida",50,NA,NA,NA
"FL",1990,65861,"Florida",50,NA,NA,NA
"FL",1991,71938,"Florida",50,NA,NA,NA
"FL",1992,67000,"Florida",50,NA,NA,NA
"FL",1993,64493,"Florida",50,NA,NA,NA
"FL",1994,54362,"Florida",50,NA,NA,NA
"FL",1995,72941,"Florida",50,NA,NA,NA
"FL",1996,65432,"Florida",50,NA,NA,NA
"FL",1997,75844,"Florida",50,NA,NA,NA
"FL",1998,69722,"Florida",50,NA,NA,NA
"FL",1999,67100,"Florida",50,NA,NA,NA
"FL",2000,56597,"Florida",50,NA,NA,NA
"FL",2001,49315,"Florida",50,NA,NA,NA
"FL",2002,40114,"Florida",50,NA,NA,NA
"FL",2003,46700,"Florida",50,NA,NA,NA
"FL",2004,48651,"Florida",50,NA,NA,NA
"FL",2005,59121,"Florida",50,NA,NA,NA
"FL",2006,55790,"Florida",50,NA,NA,NA
"FL",2007,45870,"Florida",50,NA,NA,NA
"FL",2008,56000,"Florida",50,NA,NA,NA
"FL",2009,81300,"Florida",50,NA,NA,NA
"FL",2010,71010,"Florida",50,NA,NA,NA
"FL",2011,59980,"Florida",50,NA,NA,NA
"FL",2012,49860,"Florida",50,NA,NA,NA
"FL",2013,47050,"Florida",50,NA,NA,NA
"FL",2014,49100,"Florida",50,NA,NA,NA
"FL",2015,37220,"Florida",50,NA,NA,NA
"FL",2016,35180,"Florida",50,NA,NA,NA
"FL",2017,34148,"Florida",50,NA,NA,NA
"FL",2018,36200,"Florida",50,NA,NA,NA
"FL",2019,34245,"Florida",50,NA,NA,NA
"FL",2020,28678,"Florida",50,NA,NA,NA
"FL",2021,29541,"Florida",50,NA,NA,NA
"FL",2022,28694,"Florida",50,NA,NA,NA
"GA",1976,NA,"Georgia",33.34,2006,0,-30
"GA",1977,NA,"Georgia",33.34,2006,0,-29
"GA",1978,NA,"Georgia",33.34,2006,0,-28
"GA",1979,NA,"Georgia",33.34,2006,0,-27
"GA",1980,NA,"Georgia",33.34,2006,0,-26
"GA",1981,NA,"Georgia",33.34,2006,0,-25
"GA",1982,NA,"Georgia",33.34,2006,0,-24
"GA",1983,NA,"Georgia",33.34,2006,0,-23
"GA",1984,NA,"Georgia",33.34,2006,0,-22
"GA",1985,NA,"Georgia",33.34,2006,0,-21
"GA",1986,NA,"Georgia",33.34,2006,0,-20
"GA",1987,NA,"Georgia",33.34,2006,0,-19
"GA",1988,NA,"Georgia",33.34,2006,0,-18
"GA",1989,NA,"Georgia",33.34,2006,0,-17
"GA",1990,NA,"Georgia",33.34,2006,0,-16
"GA",1991,NA,"Georgia",33.34,2006,0,-15
"GA",1992,NA,"Georgia",33.34,2006,0,-14
