"","year","State_Acronym","SVRNCTAX","state","sales","year_effective","post_eff","rel_year","population","Sev_cap","Sev_log","switch","state_rank","early_switch"
"802",2006,"NY",NA,"New York",50,2015,0,-9,19104.631,0,0,1,802,1
"803",2006,"RI",NA,"Rhode Island",33.34,2015,0,-9,1063.096,0,0,1,803,1
"804",2007,"NY",NA,"New York",80,2015,0,-8,19132.335,0,0,1,804,1
"805",2007,"RI",NA,"Rhode Island",33.34,2015,0,-8,1057.315,0,0,1,805,1
"806",2008,"NY",NA,"New York",100,2015,0,-7,19212.436,0,0,1,806,1
"807",2008,"RI",NA,"Rhode Island",33.34,2015,0,-7,1055.003,0,0,1,807,1
"808",2009,"NY",NA,"New York",100,2015,0,-6,19307.066,0,0,1,808,1
"809",2009,"RI",NA,"Rhode Island",33.34,2015,0,-6,1053.646,0,0,1,809,1
"810",2010,"NY",NA,"New York",100,2015,0,-5,19399.956,0,0,1,810,1
"811",2010,"RI",NA,"Rhode Island",33.34,2015,0,-5,1053.994,0,0,1,811,1
"812",2011,"NY",NA,"New York",100,2015,0,-4,19499.921,0,0,1,812,1
"813",2011,"RI",NA,"Rhode Island",33.34,2015,0,-4,1053.829,0,0,1,813,1
"814",2012,"NY",NA,"New York",100,2015,0,-3,19574.362,0,0,1,814,1
"815",2012,"RI",NA,"Rhode Island",33.34,2015,0,-3,1054.893,0,0,1,815,1
"816",2013,"NY",NA,"New York",100,2015,0,-2,19626.488,0,0,1,816,1
"817",2013,"RI",NA,"Rhode Island",33.34,2015,0,-2,1055.56,0,0,1,817,1
"818",2014,"NY",NA,"New York",100,2015,0,-1,19653.431,0,0,1,818,1
"819",2014,"RI",NA,"Rhode Island",33.34,2015,0,-1,1056.511,0,0,1,819,1
"820",2015,"NY",NA,"New York",100,2015,1,0,19657.321,0,0,1,820,1
"821",2015,"RI",NA,"Rhode Island",100,2015,1,0,1056.886,0,0,1,821,1
"822",2016,"NY",NA,"New York",100,2015,1,1,19636.391,0,0,1,822,1
"823",2016,"RI",NA,"Rhode Island",100,2015,1,1,1057.816,0,0,1,823,1
"824",2017,"NY",NA,"New York",100,2015,1,2,19593.849,0,0,1,824,1
"825",2017,"RI",NA,"Rhode Island",100,2015,1,2,1056.554,0,0,1,825,1
"826",2018,"NY",NA,"New York",100,2015,1,3,19544.098,0,0,1,826,1
"827",2018,"RI",NA,"Rhode Island",100,2015,1,3,1059.338,0,0,1,827,1
"828",2019,"NY",NA,"New York",100,2015,1,4,19463.131,0,0,1,828,1
"829",2019,"RI",NA,"Rhode Island",100,2015,1,4,1058.158,0,0,1,829,1
"830",2020,"NY",NA,"New York",100,2015,1,5,20104.71,0,0,1,830,1
"831",2020,"RI",NA,"Rhode Island",100,2015,1,5,1096.444,0,0,1,831,1
"832",2021,"NY",NA,"New York",100,2015,1,6,19854.526,0,0,1,832,1
"833",2021,"RI",NA,"Rhode Island",100,2015,1,6,1097.092,0,0,1,833,1
"834",2022,"NY",NA,"New York",100,2015,1,7,19673.2,0,0,1,834,1
"835",2022,"RI",NA,"Rhode Island",100,2015,1,7,1093.842,0,0,1,835,1
"836",1976,"CT",NA,"Connecticut",33.34,2016,0,-40,3083.335,0,0,1,836,1
"837",1976,"LA",558495,"Louisiana",33.34,2016,0,-40,3950.605,141.369486445747,13.2330009448998,1,837,1
"838",1976,"ND",12594,"North Dakota",33.34,2016,0,-40,645.797,19.5014842125312,9.44097578904869,1,838,1
"839",1977,"CT",NA,"Connecticut",33.34,2016,0,-39,3085.722,0,0,1,839,1
"840",1977,"LA",495498,"Louisiana",33.34,2016,0,-39,4014.459,123.428337417321,13.1133185964171,1,840,1
"841",1977,"ND",15418,"North Dakota",33.34,2016,0,-39,649.769,23.7284327199359,9.64329093701921,1,841,1
"842",1978,"CT",NA,"Connecticut",33.34,2016,0,-38,3091.627,0,0,1,842,1
"843",1978,"LA",476829,"Louisiana",33.34,2016,0,-38,4068.579,117.19792094488,13.0749132150313,1,843,1
"844",1978,"ND",18619,"North Dakota",33.34,2016,0,-38,651.301,28.5873966107836,9.83193784369605,1,844,1
"845",1979,"CT",NA,"Connecticut",33.34,2016,0,-37,3095.917,0,0,1,845,1
"846",1979,"LA",468959,"Louisiana",33.34,2016,0,-37,4137.665,113.339045089441,13.0582706235644,1,846,1
"847",1979,"NC",1013,"North Carolina",33.34,2016,0,-37,5823.491,0.173950642320903,6.92067150424868,1,847,1
"848",1979,"ND",25503,"North Dakota",33.34,2016,0,-37,652.896,39.0613512718718,10.1465513712855,1,848,1
"849",1980,"CT",NA,"Connecticut",33.34,2016,0,-36,3113.174,0,0,1,849,1
"850",1980,"LA",525297,"Louisiana",33.34,2016,0,-36,4223.101,124.38655859758,13.1717190959035,1,850,1
"851",1980,"NC",1292,"North Carolina",33.34,2016,0,-36,5898.98,0.219020915480303,7.16394668434255,1,851,1
"852",1980,"ND",43927,"North Dakota",33.34,2016,0,-36,654.38,67.127662825881,10.6902844441758,1,852,1
"853",1981,"CT",NA,"Connecticut",33.34,2016,0,-35,3128.836,0,0,1,853,1
"854",1981,"LA",815230,"Louisiana",33.34,2016,0,-35,4283.303,190.327417882882,13.6112255609986,1,854,1
"855",1981,"NC",1385,"North Carolina",33.34,2016,0,-35,5956.653,0.232513124400565,7.23345541862144,1,855,1
"856",1981,"ND",103390,"North Dakota",33.34,2016,0,-35,659.505,156.769091970493,11.5462635245807,1,856,1
"857",1982,"CT",NA,"Connecticut",33.34,2016,0,-34,3139.013,0,0,1,857,1
"858",1982,"LA",982146,"Louisiana",33.34,2016,0,-34,4352.608,225.645406156493,13.7974952524565,1,858,1
"859",1982,"NC",1217,"North Carolina",33.34,2016,0,-34,6019.101,0.202189662542629,7.10414409298753,1,859,1
"860",1982,"ND",186685,"North Dakota",33.34,2016,0,-34,668.972,279.062501868539,12.1371779835062,1,860,1
"861",1983,"CT",NA,"Connecticut",50,2016,0,-33,3162.354,0,0,1,861,1
"862",1983,"LA",869465,"Louisiana",33.34,2016,0,-33,4395.316,197.816266225227,13.6756333589473,1,862,1
"863",1983,"NC",1197,"North Carolina",33.34,2016,0,-33,6077.056,0.19697037512901,7.08757370555797,1,863,1
"864",1983,"ND",184527,"North Dakota",33.34,2016,0,-33,676.688,272.69140283262,12.1255510732193,1,864,1
"865",1984,"CT",NA,"Connecticut",50,2016,0,-32,3180.014,0,0,1,865,1
"866",1984,"LA",792087,"Louisiana",33.34,2016,0,-32,4400.477,180.000259062824,13.5824265132485,1,866,1
"867",1984,"NC",1334,"North Carolina",33.34,2016,0,-32,6164.006,0.216417699788092,7.19593722647557,1,867,1
"868",1984,"ND",199553,"North Dakota",33.34,2016,0,-32,680.497,293.245965816161,12.20383514419,1,868,1
"869",1985,"CT",NA,"Connecticut",50,2016,0,-31,3201.131,0,0,1,869,1
"870",1985,"LA",745216,"Louisiana",33.34,2016,0,-31,4408.118,169.055365577782,13.5214293882252,1,870,1
"871",1985,"NC",1469,"North Carolina",33.34,2016,0,-31,6253.954,0.234891398305776,7.29233717617388,1,871,1
"872",1985,"ND",176278,"North Dakota",33.34,2016,0,-31,676.98,260.388785488493,12.079817573305,1,872,1
"873",1986,"CT",NA,"Connecticut",50,2016,0,-30,3223.74,0,0,1,873,1
"874",1986,"LA",619671,"Louisiana",33.34,2016,0,-30,4406.919,140.613203918656,13.336943971018,1,874,1
"875",1986,"NC",1436,"North Carolina",33.34,2016,0,-30,6321.578,0.227158472140975,7.26961674960817,1,875,1
"876",1986,"ND",146971,"North Dakota",33.34,2016,0,-30,669.512,219.519590388223,11.8979905673873,1,876,1
"877",1987,"CT",NA,"Connecticut",50,2016,0,-29,3247.291,0,0,1,877,1
"878",1987,"LA",449576,"Louisiana",33.34,2016,0,-29,4344.148,103.490028424446,13.0160601953539,1,878,1
"879",1987,"NC",1436,"North Carolina",33.34,2016,0,-29,6403.7,0.224245358152318,7.26961674960817,1,879,1
"880",1987,"ND",95808,"North Dakota",33.34,2016,0,-29,661.136,144.914208271823,11.4701014677793,1,880,1
"881",1988,"CT",NA,"Connecticut",50,2016,0,-28,3271.953,0,0,1,881,1
"882",1988,"LA",474899,"Louisiana",33.34,2016,0,-28,4288.863,110.728414500533,13.0708574288285,1,882,1
"883",1988,"NC",1579,"North Carolina",33.34,2016,0,-28,6480.594,0.243650504876559,7.36454701425564,1,883,1
"884",1988,"ND",93257,"North Dakota",33.34,2016,0,-28,655.331,142.305186234132,11.4431144017128,1,884,1
"885",1989,"CT",NA,"Connecticut",50,2016,0,-27,3283.403,0,0,1,885,1
"886",1989,"LA",411534,"Louisiana",33.34,2016,0,-27,4252.894,96.7656377045842,12.9276469202304,1,886,1
"887",1989,"NC",1524,"North Carolina",50,2016,0,-27,6565.459,0.232123907863868,7.32909373624659,1,887,1
"888",1989,"ND",79499,"North Dakota",33.34,2016,0,-27,646.351,122.996638049605,11.283499721947,1,888,1
"889",1990,"CT",NA,"Connecticut",50,2016,0,-26,3289.056,0,0,1,889,1
"890",1990,"LA",429062,"Louisiana",33.34,2016,0,-26,4219.179,101.693244112184,12.9693567096124,1,890,1
"891",1990,"NC",1540,"North Carolina",50,2016,0,-26,6656.987,0.231335888142789,7.33953769540767,1,891,1
"892",1990,"ND",79576,"North Dakota",33.34,2016,0,-26,637.364,124.851733075605,11.2844678188322,1,892,1
"893",1991,"CT",NA,"Connecticut",50,2016,0,-25,3288.64,0,0,1,893,1
"894",1991,"LA",578430,"Louisiana",33.34,2016,0,-25,4240.95,136.391610370318,13.2680728157016,1,894,1
"895",1991,"NC",1648,"North Carolina",50,2016,0,-25,6748.135,0.244215624020563,7.40731771046942,1,895,1
"896",1991,"ND",108015,"North Dakota",33.34,2016,0,-25,634.199,170.317203275313,11.5900253853511,1,896,1
"897",1992,"CT",NA,"Connecticut",50,2016,0,-24,3274.997,0,0,1,897,1
"898",1992,"LA",487887,"Louisiana",33.34,2016,0,-24,4270.849,114.236537044508,13.0978391006447,1,898,1
"899",1992,"NC",1621,"North Carolina",50,2016,0,-24,6831.85,0.237271017367185,7.39079852173568,1,899,1
"900",1992,"ND",83305,"North Dakota",33.34,2016,0,-24,635.427,131.100818819471,11.3302638503632,1,900,1
"901",1993,"CT",NA,"Connecticut",50,2016,0,-23,3272.325,0,0,1,901,1
"902",1993,"LA",447060,"Louisiana",33.34,2016,0,-23,4284.749,104.33750028298,13.0104480927758,1,902,1
"903",1993,"NC",1735,"North Carolina",50,2016,0,-23,6947.412,0.24973328197608,7.45876269238096,1,903,1
"904",1993,"ND",131035,"North Dakota",33.34,2016,0,-23,637.229,205.632512016873,11.7832197420708,1,904,1
"905",1994,"CT",NA,"Connecticut",50,2016,0,-22,3268.346,0,0,1,905,1
"906",1994,"LA",370439,"Louisiana",33.34,2016,0,-22,4306.5,86.0185765703007,12.8224440677881,1,906,1
"907",1994,"NC",1863,"North Carolina",50,2016,0,-22,7060.959,0.263845180236849,7.52994337060159,1,907,1
"908",1994,"ND",110396,"North Dakota",33.34,2016,0,-22,639.762,172.557919976491,11.6118291802847,1,908,1
"909",1995,"CT",NA,"Connecticut",50,2016,0,-21,3265.293,0,0,1,909,1
"910",1995,"LA",382527,"Louisiana",33.34,2016,0,-21,4327.978,88.3846914194111,12.8545545179928,1,910,1
"911",1995,"NC",1919,"North Carolina",50,2016,0,-21,7185.403,0.267069223535548,7.5595594960077,1,911,1
"912",1995,"ND",113425,"North Dakota",33.34,2016,0,-21,641.548,176.79893008785,11.6388971045322,1,912,1
"913",1996,"CT",NA,"Connecticut",50,2016,0,-20,3267.03,0,0,1,913,1
"914",1996,"LA",362728,"Louisiana",33.34,2016,0,-20,4338.763,83.6017085975888,12.8014085210782,1,914,1
"915",1996,"NC",1869,"North Carolina",50,2016,0,-20,7307.658,0.25575909545849,7.53315880745556,1,915,1
"916",1996,"ND",115470,"North Dakota",33.34,2016,0,-20,642.858,179.619760506986,11.6567660349459,1,916,1
"917",1997,"CT",NA,"Connecticut",50,2016,0,-19,3268.514,0,0,1,917,1
"918",1997,"LA",408340,"Louisiana",50,2016,0,-19,4351.39,93.8412783041741,12.9198554396902,1,918,1
"919",1997,"NC",1970,"North Carolina",50,2016,0,-19,7428.672,0.265188717445056,7.58578882173203,1,919,1
"920",1997,"ND",135552,"North Dakota",33.34,2016,0,-19,640.945,211.487725155825,11.817110609521,1,920,1
"921",1998,"CT",NA,"Connecticut",50,2016,0,-18,3272.563,0,0,1,921,1
"922",1998,"LA",503362,"Louisiana",50,2016,0,-18,4362.758,115.377016098532,13.1290648721436,1,922,1
"923",1998,"NC",2015,"North Carolina",50,2016,0,-18,7545.828,0.267034976148409,7.60837447438078,1,923,1
"924",1998,"ND",121192,"North Dakota",33.34,2016,0,-18,637.808,190.013295537215,11.7051313438382,1,924,1
"925",1999,"CT",NA,"Connecticut",50,2016,0,-17,3282.031,0,0,1,925,1
"926",1999,"LA",350703,"Louisiana",50,2016,0,-17,4372.035,80.2150485986503,12.7676949904116,1,926,1
"927",1999,"NC",1950,"North Carolina",50,2016,0,-17,7650.789,0.254875673606997,7.57558465155779,1,927,1
"928",1999,"ND",100114,"North Dakota",33.34,2016,0,-17,633.666,157.991749596791,11.5140648156637,1,928,1
"929",2000,"CT",NA,"Connecticut",50,2016,0,-16,3411.777,0,0,1,929,1
"930",2000,"LA",378773,"Louisiana",50,2016,0,-16,4471.885,84.7009706197722,12.8446923600346,1,930,1
"931",2000,"NC",1937,"North Carolina",50,2016,0,-16,8081.614,0.239679846129746,7.568895663407,1,931,1
"932",2000,"ND",144740,"North Dakota",33.34,2016,0,-16,642.023,225.443636754446,11.8826943084201,1,932,1
"933",2001,"CT",NA,"Connecticut",50,2016,0,-15,3432.835,0,0,1,933,1
"934",2001,"LA",464420,"Louisiana",50,2016,0,-15,4477.875,103.714373447227,13.0485445942007,1,934,1
"935",2001,"NC",2047,"North Carolina",50,2016,0,-15,8210.122,0.249326380290086,7.62413058566129,1,935,1
"936",2001,"ND",164624,"North Dakota",33.34,2016,0,-15,639.062,257.60254873549,12.0114193646156,1,936,1
"937",2002,"CT",NA,"Connecticut",50,2016,0,-14,3458.749,0,0,1,937,1
"938",2002,"LA",493662,"Louisiana",50,2016,0,-14,4497.267,109.769333241722,13.1096063514649,1,938,1
"939",2002,"NC",1889,"North Carolina",50,2016,0,-14,8326.201,0.226874177070671,7.54380286750151,1,939,1
"940",2002,"ND",138244,"North Dakota",33.34,2016,0,-14,638.168,216.62634290657,11.8367755188045,1,940,1
"941",2003,"CT",NA,"Connecticut",50,2016,0,-13,3484.336,0,0,1,941,1
"942",2003,"LA",482340,"Louisiana",50,2016,0,-13,4521.042,106.6877945394,13.0864045385501,1,942,1
"943",2003,"NC",1858,"North Carolina",50,2016,0,-13,8422.501,0.220599558254727,7.52725591937378,1,943,1
"944",2003,"ND",161253,"North Dakota",33.34,2016,0,-13,638.817,252.424403232851,11.9907298391361,1,944,1
"945",2004,"CT",NA,"Connecticut",50,2016,0,-12,3496.094,0,0,1,945,1
"946",2004,"LA",476609,"Louisiana",50,2016,0,-12,4552.238,104.697733290746,13.0744517272284,1,946,1
"947",2004,"NC",1894,"North Carolina",50,2016,0,-12,8553.152,0.221438833309638,7.54644627374602,1,947,1
"948",2004,"ND",175625,"North Dakota",33.34,2016,0,-12,644.705,272.411412971824,12.0761063190701,1,948,1
"949",2005,"CT",NA,"Connecticut",50,2016,0,-11,3506.956,0,0,1,949,1
"950",2005,"LA",711766,"Louisiana",50,2016,0,-11,4576.628,155.5219257497,13.4755044846909,1,950,1
"951",2005,"NC",1932,"North Carolina",50,2016,0,-11,8705.407,0.221931036653427,7.56631101477246,1,951,1
"952",2005,"ND",262339,"North Dakota",33.34,2016,0,-11,646.089,406.041582506435,12.4773928395146,1,952,1
"953",2006,"CT",NA,"Connecticut",50,2016,0,-10,3517.46,0,0,1,953,1
"954",2006,"LA",716396,"Louisiana",50,2016,0,-10,4302.665,166.500529323106,13.4819883656802,1,954,1
"955",2006,"NC",1967,"North Carolina",50,2016,0,-10,8917.27,0.220583205398065,7.58426481838906,1,955,1
"956",2006,"ND",346672,"North Dakota",33.34,2016,0,-10,649.422,533.816224273277,12.7561343669465,1,956,1
"957",2007,"CT",NA,"Connecticut",50,2016,0,-9,3527.27,0,0,1,957,1
"958",2007,"LA",904164,"Louisiana",50,2016,0,-9,4375.581,206.638615534714,13.7147660388496,1,958,1
"959",2007,"NC",1898,"North Carolina",50,2016,0,-9,9118.037,0.208158839451957,7.54855597916987,1,959,1
"960",2007,"ND",391337,"North Dakota",33.34,2016,0,-9,652.822,599.4543688785,12.8773243603345,1,960,1
"961",2008,"CT",NA,"Connecticut",50,2016,0,-8,3545.579,0,0,1,961,1
"962",2008,"LA",1035695,"Louisiana",50,2016,0,-8,4435.586,233.496769085302,13.8505832569125,1,962,1
"963",2008,"NC",1889,"North Carolina",50,2016,0,-8,9309.449,0.202912116495831,7.54380286750151,1,963,1
"964",2008,"ND",791692,"North Dakota",33.34,2016,0,-8,657.569,1203.96794861072,13.5819277062708,1,964,1
"965",2009,"CT",NA,"Connecticut",50,2016,0,-7,3561.807,0,0,1,965,1
"966",2009,"LA",911433,"Louisiana",50,2016,0,-7,4491.648,202.917281140463,13.722773365188,1,966,1
"967",2009,"NC",1740,"North Carolina",50,2016,0,-7,9449.566,0.184135440717595,7.46164039220858,1,967,1
"968",2009,"ND",827417,"North Dakota",33.34,2016,0,-7,664.968,1244.29596612168,13.626064079088,1,968,1
"969",2010,"CT",NA,"Connecticut",50,2016,0,-6,3579.173,0,0,1,969,1
"970",2010,"LA",758469,"Louisiana",50,2016,0,-6,4544.635,166.893270856735,13.5390572067971,1,970,1
"971",2010,"NC",1464,"North Carolina",50,2016,0,-6,9574.586,0.15290478355931,7.28892769452126,1,971,1
"972",2010,"ND",1136553,"North Dakota",33.34,2016,0,-6,674.752,1684.4010836574,13.9435105555913,1,972,1
"973",2011,"CT",NA,"Connecticut",50,2016,0,-5,3588.632,0,0,1,973,1
"974",2011,"LA",729260,"Louisiana",50,2016,0,-5,4576.244,159.357761517961,13.4997856003545,1,974,1
"975",2011,"NC",1610,"North Carolina",50,2016,0,-5,9658.913,0.166685423090569,7.38398945797851,1,975,1
"976",2011,"ND",1021709,"North Dakota",33.34,2016,0,-5,685.526,1490.40153108708,13.8369872733887,1,976,1
"977",2012,"CT",NA,"Connecticut",50,2016,0,-4,3595.211,0,0,1,977,1
"978",2012,"LA",885982,"Louisiana",50,2016,0,-4,4602.067,192.518274940369,13.6944519133538,1,978,1
"979",2012,"NC",1562,"North Carolina",50,2016,0,-4,9751.81,0.160175393080874,7.35372233039963,1,979,1
"980",2012,"ND",1713225,"North Dakota",33.34,2016,0,-4,702.227,2439.70254632761,14.3538881171922,1,980,1
"981",2013,"CT",NA,"Connecticut",50,2016,0,-3,3595.792,0,0,1,981,1
"982",2013,"LA",834116,"Louisiana",50,2016,0,-3,4626.04,180.308860277905,13.634127760398,1,982,1
"983",2013,"NC",1656,"North Carolina",50,2016,0,-3,9846.717,0.16817788101354,7.4121603349452,1,983,1
"984",2013,"ND",2457530,"North Dakota",33.34,2016,0,-3,723.149,3398.37294941983,14.7146673384569,1,984,1
"985",2014,"CT",NA,"Connecticut",50,2016,0,-2,3595.697,0,0,1,985,1
"986",2014,"LA",862150,"Louisiana",50,2016,0,-2,4645.938,185.570707142454,13.6671845484283,1,986,1
"987",2014,"NC",1776,"North Carolina",50,2016,0,-2,9937.295,0.17872066794837,7.48211892355212,1,987,1
"988",2014,"ND",3293053,"North Dakota",33.34,2016,0,-2,738.736,4457.68583093284,15.0073256559754,1,988,1
"989",2015,"CT",NA,"Connecticut",50,2016,0,-1,3588.561,0,0,1,989,1
"990",2015,"LA",731330,"Louisiana",50,2016,0,-1,4666.998,156.702445554937,13.5026200732537,1,990,1
"991",2015,"NC",1870,"North Carolina",50,2016,0,-1,10037.218,0.186306604080932,7.53369370984863,1,991,1
"992",2015,"ND",2849324,"North Dakota",33.34,2016,0,-1,755.537,3771.2567352757,14.8625923311277,1,992,1
"993",2016,"CT",NA,"Connecticut",100,2016,1,0,3579.83,0,0,1,993,1
"994",2016,"LA",456267,"Louisiana",100,2016,1,0,4681.346,97.4649171413521,13.0308334434587,1,994,1
"995",2016,"NC",1961,"North Carolina",60,2016,1,0,10161.802,0.192977584093845,7.58120982619635,1,995,1
"996",2016,"ND",1550122,"North Dakota",50,2016,1,0,756.114,2050.11678133192,14.2538441954754,1,996,1
"997",2017,"CT",NA,"Connecticut",100,2016,1,1,3575.324,0,0,1,997,1
"998",2017,"LA",410279,"Louisiana",100,2016,1,1,4673.673,87.7851317368588,12.9245926950585,1,998,1
"999",2017,"NC",1892,"North Carolina",66.67,2016,1,1,10275.758,0.184122670074558,7.54538974961182,1,999,1
"1000",2017,"ND",1517134,"North Dakota",50,2016,1,1,756.755,2004.78886825987,14.2323335866643,1,1000,1
"1001",2018,"CT",NA,"Connecticut",100,2016,1,2,3574.561,0,0,1,1001,1
"1002",2018,"LA",435228,"Louisiana",100,2016,1,2,4664.45,93.3074639024966,12.9836253106895,1,1002,1
"1003",2018,"NC",1913,"North Carolina",100,2016,1,2,10391.358,0.184095283792551,7.55642796944025,1,1003,1
"1004",2018,"ND",2115757,"North Dakota",60,2016,1,2,760.062,2783.66370111912,14.5649232260463,1,1004,1
"1005",2019,"CT",NA,"Connecticut",100,2016,1,3,3566.022,0,0,1,1005,1
"1006",2019,"LA",505002,"Louisiana",100,2016,1,3,4658.285,108.409425357186,13.1323176686457,1,1006,1
"1007",2019,"NC",1824,"North Carolina",100,2016,1,3,10501.384,0.173691391534678,7.50878717063428,1,1007,1
"1008",2019,"ND",2610995,"North Dakota",100,2016,1,3,763.724,3418.76777474585,14.7752419327043,1,1008,1
"1009",2020,"CT",NA,"Connecticut",100,2016,1,4,3577.586,0,0,1,1009,1
"1010",2020,"LA",447026,"Louisiana",100,2016,1,4,4652.022,96.092838769894,13.0103720374523,1,1010,1
"1011",2020,"NC",1724,"North Carolina",100,2016,1,4,10453.812,0.164915917753256,7.45240245122364,1,1011,1
"1012",2020,"ND",2086801,"North Dakota",100,2016,1,4,779.563,2676.8856397751,14.5511428293329,1,1012,1
"1013",2021,"CT",NA,"Connecticut",100,2016,1,5,3603.691,0,0,1,1013,1
"1014",2021,"LA",301942,"Louisiana",100,2016,1,5,4627.047,65.2558748592785,12.6179902249323,1,1014,1
"1015",2021,"NC",1801,"North Carolina",100,2016,1,5,10567.1,0.170434650944914,7.49609734517596,1,1015,1
"1016",2021,"ND",1662082,"North Dakota",100,2016,1,5,777.982,2136.40161340494,14.3235815913273,1,1016,1
"1017",2022,"CT",NA,"Connecticut",100,2016,1,6,3608.706,0,0,1,1017,1
"1018",2022,"LA",491032,"Louisiana",100,2016,1,6,4588.023,107.024746824504,13.1042645777691,1,1018,1
"1019",2022,"NC",1724,"North Carolina",100,2016,1,6,10695.965,0.161182277615905,7.45240245122364,1,1019,1
"1020",2022,"ND",2858236,"North Dakota",100,2016,1,6,778.912,3669.52364323569,14.8657152092902,1,1020,1
"1021",1976,"DE",NA,"Delaware",33.34,2017,0,-41,590.166,0,0,1,1021,1
"1022",1977,"DE",NA,"Delaware",33.34,2017,0,-40,591.829,0,0,1,1022,1
"1023",1978,"DE",NA,"Delaware",33.34,2017,0,-39,594.776,0,0,1,1023,1
"1024",1979,"DE",NA,"Delaware",33.34,2017,0,-38,594.984,0,0,1,1024,1
"1025",1980,"DE",NA,"Delaware",33.34,2017,0,-37,594.919,0,0,1,1025,1
"1026",1981,"DE",NA,"Delaware",33.34,2017,0,-36,595.975,0,0,1,1026,1
"1027",1982,"DE",NA,"Delaware",33.34,2017,0,-35,599.148,0,0,1,1027,1
"1028",1983,"DE",NA,"Delaware",33.34,2017,0,-34,605.458,0,0,1,1028,1
"1029",1984,"DE",NA,"Delaware",33.34,2017,0,-33,611.565,0,0,1,1029,1
"1030",1985,"DE",NA,"Delaware",33.34,2017,0,-32,618.28,0,0,1,1030,1
"1031",1986,"DE",NA,"Delaware",33.34,2017,0,-31,627.559,0,0,1,1031,1
"1032",1987,"DE",NA,"Delaware",33.34,2017,0,-30,636.947,0,0,1,1032,1
"1033",1988,"DE",NA,"Delaware",33.34,2017,0,-29,647.622,0,0,1,1033,1
"1034",1989,"DE",NA,"Delaware",33.34,2017,0,-28,658.273,0,0,1,1034,1
"1035",1990,"DE",NA,"Delaware",33.34,2017,0,-27,669.063,0,0,1,1035,1
"1036",1991,"DE",NA,"Delaware",33.34,2017,0,-26,680.495,0,0,1,1036,1
"1037",1992,"DE",NA,"Delaware",33.34,2017,0,-25,690.158,0,0,1,1037,1
"1038",1993,"DE",NA,"Delaware",33.34,2017,0,-24,699.475,0,0,1,1038,1
"1039",1994,"DE",NA,"Delaware",33.34,2017,0,-23,708.416,0,0,1,1039,1
"1040",1995,"DE",NA,"Delaware",33.34,2017,0,-22,718.265,0,0,1,1040,1
"1041",1996,"DE",NA,"Delaware",33.34,2017,0,-21,727.09,0,0,1,1041,1
"1042",1997,"DE",NA,"Delaware",33.34,2017,0,-20,735.024,0,0,1,1042,1
"1043",1998,"DE",NA,"Delaware",33.34,2017,0,-19,744.066,0,0,1,1043,1
"1044",1999,"DE",NA,"Delaware",33.34,2017,0,-18,753.538,0,0,1,1044,1
"1045",2000,"DE",NA,"Delaware",33.34,2017,0,-17,786.373,0,0,1,1045,1
"1046",2001,"DE",NA,"Delaware",33.34,2017,0,-16,795.699,0,0,1,1046,1
"1047",2002,"DE",NA,"Delaware",33.34,2017,0,-15,806.169,0,0,1,1047,1
"1048",2003,"DE",NA,"Delaware",33.34,2017,0,-14,818.003,0,0,1,1048,1
"1049",2004,"DE",NA,"Delaware",33.34,2017,0,-13,830.803,0,0,1,1049,1
"1050",2005,"DE",NA,"Delaware",33.34,2017,0,-12,845.15,0,0,1,1050,1
"1051",2006,"DE",NA,"Delaware",33.34,2017,0,-11,859.268,0,0,1,1051,1
"1052",2007,"DE",NA,"Delaware",33.34,2017,0,-10,871.749,0,0,1,1052,1
"1053",2008,"DE",NA,"Delaware",33.34,2017,0,-9,883.874,0,0,1,1053,1
"1054",2009,"DE",NA,"Delaware",33.34,2017,0,-8,891.73,0,0,1,1054,1
"1055",2010,"DE",NA,"Delaware",33.34,2017,0,-7,899.647,0,0,1,1055,1
"1056",2011,"DE",NA,"Delaware",33.34,2017,0,-6,907.59,0,0,1,1056,1
"1057",2012,"DE",NA,"Delaware",33.34,2017,0,-5,915.518,0,0,1,1057,1
"1058",2013,"DE",NA,"Delaware",33.34,2017,0,-4,924.062,0,0,1,1058,1
"1059",2014,"DE",NA,"Delaware",33.34,2017,0,-3,933.131,0,0,1,1059,1
"1060",2015,"DE",NA,"Delaware",33.34,2017,0,-2,942.065,0,0,1,1060,1
"1061",2016,"DE",NA,"Delaware",33.34,2017,0,-1,949.989,0,0,1,1061,1
"1062",2017,"DE",NA,"Delaware",50,2017,1,0,957.942,0,0,1,1062,1
"1063",2018,"DE",NA,"Delaware",60,2017,1,1,966.985,0,0,1,1063,1
"1064",2019,"DE",NA,"Delaware",75,2017,1,2,976.668,0,0,1,1064,1
"1065",2020,"DE",NA,"Delaware",100,2017,1,3,991.862,0,0,1,1065,1
"1066",2021,"DE",NA,"Delaware",100,2017,1,4,1004.881,0,0,1,1066,1
"1067",2022,"DE",NA,"Delaware",100,2017,1,5,1019.459,0,0,1,1067,1
"1068",1976,"KY",91496,"Kentucky",33.34,2018,0,-42,3529.257,25.9250034780692,11.4240505344611,1,1068,1
"1069",1976,"MD",NA,"Maryland",33.34,2018,0,-42,4150.539,0,0,1,1069,1
"1070",1977,"KY",113005,"Kentucky",33.34,2018,0,-41,3573.693,31.6213507987396,11.6351873445032,1,1070,1
