"X","State_Acronym","year","BUSLICTAX","CORPINCTX","CORPLICTAX","PROPTAX","SLGRTAX","SVRNCTAX","TLINCTAX","TLSLTAX","TOTLTAX","INCTAX","SALESTAX","state","Region","Number","sales","industry_dum","election_dum","phase_in_dum","rates","log_CIT","log_sales","log_rate","year_effective","group","Post","treatment","rel_year","log_totrev","State_Name","CPI_def","real_totRev","logRealTotRev"
97,"AZ",1978,8493,63842,1823,136182,803503,0,286650,225566,1307338,222808,NA,3,"Southwest",6,33.34,NA,NA,NA,10,11.0641665599538,3.50675787732265,2.30258509299405,2007,"t",0,0,-29,14.0835035666713,"Arizona",65.2,2005119.63190184,14.5112142837268
98,"AZ",1979,10622,89352,2138,115022,945073,0,359617,240862,1515826,270265,NA,3,"Southwest",6,33.34,NA,NA,NA,10,11.4003389042207,3.50675787732265,2.30258509299405,2007,"t",0,0,-28,14.2314710628716,"Arizona",72.6,2087914.60055096,14.551676327029
99,"AZ",1980,8413,117764,2427,121990,1056991,0,405262,242403,1684399,287498,NA,3,"Southwest",6,33.34,NA,NA,NA,10,11.6764379007771,3.50675787732265,2.30258509299405,2007,"t",0,0,-27,14.3369193815865,"Arizona",82.4,2044173.54368932,14.5305041306592
100,"AZ",1981,7240,126510,2836,124099,1063563,0,490641,257818,1785775,364131,NA,3,"Southwest",6,33.34,NA,NA,NA,10,11.7480766354087,3.50675787732265,2.30258509299405,2007,"t",0,0,-26,14.3953630526392,"Arizona",90.9,1964548.95489549,14.4907732374439
101,"AZ",1982,11158,114759,2709,129897,1036711,0,553744,235790,1857887,438985,NA,3,"Southwest",6,33.34,NA,NA,NA,10,11.6505895562198,3.50675787732265,2.30258509299405,2007,"t",0,0,-25,14.4349503784225,"Arizona",96.5,1925271.50259067,14.4705775560656
102,"AZ",1983,11783,160429,1508,121358,1145486,0,641145,300180,2060317,480716,NA,3,"Southwest",6,33.34,NA,NA,NA,10,11.9856067560775,3.50675787732265,2.30258509299405,2007,"t",0,0,-24,14.5383704124221,"Arizona",99.6,2068591.36546185,14.5423784338196
103,"AZ",1984,12350,197363,2852,127757,1498229,0,725638,357495,2525812,528275,NA,3,"Southwest",6,33.34,NA,NA,NA,10,12.1927999517363,3.50675787732265,2.30258509299405,2007,"t",0,0,-23,14.7420731531529,"Arizona",103.9,2431002.88739172,14.7038144410358
104,"AZ",1985,12016,202301,3363,112993,1809637,0,810912,450242,2945422,608611,NA,3,"Southwest",6,33.34,NA,NA,NA,10,12.2175119662974,3.50675787732265,2.30258509299405,2007,"t",0,0,-22,14.8957626585204,"Arizona",107.6,2737381.04089219,14.8225121967808
105,"AZ",1986,16808,170821,3677,114719,1969299,0,872819,510046,3195720,701998,NA,3,"Southwest",6,33.34,NA,NA,NA,10,12.0483715035984,3.50675787732265,2.30258509299405,2007,"t",0,0,-21,14.9773229725185,"Arizona",109.6,2915802.91970803,14.8856557839927
106,"AZ",1987,19866,198948,3838,114852,2124694,0,961076,577269,3469477,762128,NA,3,"Southwest",6,33.34,NA,NA,NA,10,12.2007987630275,3.50675787732265,2.30258509299405,2007,"t",0,0,-20,15.0595144201025,"Arizona",113.6,3054117.07746479,14.9320010998035
107,"AZ",1988,23686,148134,3801,138240,2290007,0,1005844,583665,3722112,857710,NA,3,"Southwest",6,33.34,NA,NA,NA,10,11.9058725485194,3.50675787732265,2.30258509299405,2007,"t",0,0,-19,15.1298018070803,"Arizona",118.3,3146333.05156382,14.9617482220841
108,"AZ",1989,24848,200027,3952,191877,2470297,0,1113371,628379,4060582,913344,NA,3,"Southwest",6,33.34,NA,NA,NA,10,12.2062076364185,3.50675787732265,2.30258509299405,2007,"t",0,0,-18,15.216836871058,"Arizona",124,3274662.90322581,15.0017254914411
109,"AZ",1990,30315,179832,3987,236178,2575371,0,1243636,657682,4376761,1063804,NA,3,"Southwest",6,33.34,NA,NA,NA,10,12.0997783607123,3.50675787732265,2.30258509299405,2007,"t",0,0,-17,15.2918195110724,"Arizona",130.7,3348707.7276205,15.0240850764303
110,"AZ",1991,29695,192325,3987,278945,2677036,0,1437970,671235,4710745,1245645,NA,3,"Southwest",6,50,NA,NA,NA,9.3,12.1669419283271,3.91202300542815,2.23001440015921,2007,"t",0,0,-16,15.3653566275821,"Arizona",136.2,3458696.76945668,15.0564024198547
111,"AZ",1992,32299,210824,4000,288356,2781851,0,1451196,693563,4826755,1240372,NA,3,"Southwest",6,50,NA,NA,NA,9.3,12.2587789411611,3.91202300542815,2.23001440015921,2007,"t",0,0,-15,15.3896849571912,"Arizona",140.3,3440310.04989309,15.0510721560709
112,"AZ",1993,36832,244856,4498,327279,2991846,0,1625509,736103,5281816,1380653,NA,3,"Southwest",6,50,NA,NA,NA,9.3,12.4084255616291,3.91202300542815,2.23001440015921,2007,"t",0,0,-14,15.4797805359428,"Arizona",144.5,3655235.98615917,15.1116712143784
113,"AZ",1994,38141,303239,4415,313841,3269399,0,1711774,775008,5656858,1408535,NA,3,"Southwest",6,50,NA,NA,NA,9.3,12.6222765524468,3.91202300542815,2.23001440015921,2007,"t",0,0,-13,15.5483791723663,"Arizona",148.2,3817043.18488529,15.1549866454924
114,"AZ",1995,39317,417481,4524,331090,3599791,0,1900230,827935,6223489,1482749,NA,3,"Southwest",6,50,NA,NA,NA,9,12.9419943132554,3.91202300542815,2.19722457733622,2007,"t",0,0,-12,15.6438412399274,"Arizona",152.4,4083654.19947507,15.222502782663
115,"AZ",1996,44642,448040,5145,363315,3658165,0,1942322,937787,6409395,1494282,NA,3,"Southwest",6,50,NA,NA,NA,9,13.0126377931257,3.91202300542815,2.19722457733622,2007,"t",0,0,-11,15.6732754406671,"Arizona",156.9,4085019.12045889,15.2228369669162
116,"AZ",1997,49966,600890,5681,256879,3784373,0,2269304,929139,6599712,1668414,NA,3,"Southwest",6,50,NA,NA,NA,9,13.3061671684794,3.91202300542815,2.19722457733622,2007,"t",0,0,-10,15.7025365696809,"Arizona",160.5,4111970.09345794,15.2294128130989
117,"AZ",1998,55554,528061,6505,252153,4008203,0,2391257,958092,6949270,1863196,NA,3,"Southwest",6,50,NA,NA,NA,9,13.1769670863183,3.91202300542815,2.19722457733622,2007,"t",0,0,-9,15.7541471760531,"Arizona",163,4263355.82822086,15.2655671612344
118,"AZ",1999,56292,545388,7109,268092,4295345,0,2643738,985424,7542735,2098350,NA,3,"Southwest",6,50,NA,NA,NA,9,13.2092527469514,3.91202300542815,2.19722457733622,2007,"t",0,0,-8,15.8360954063082,"Arizona",166.6,4527451.98079232,15.3256698625636
119,"AZ",2000,57910,523182,6353,296706,4643540,0,2815065,1010854,8100737,2291883,NA,3,"Southwest",6,50,NA,NA,NA,9,13.1676846748636,3.91202300542815,2.19722457733622,2007,"t",0,0,-7,15.9074656031579,"Arizona",172.2,4704260.74332172,15.3639791971523
120,"AZ",2001,60660,541174,10623,312273,4864020,4218,2845062,1038738,8360376,2303888,NA,3,"Southwest",6,50,NA,NA,NA,6.97,13.2014961327352,3.91202300542815,1.94161522477243,2007,"t",0,0,-6,15.939013960126,"Arizona",177.1,4720709.20383964,15.3674696013254
121,"AZ",2002,62201,346280,8418,329245,5352210,6417,2436925,1068529,8477321,2090645,NA,3,"Southwest",6,50,NA,NA,NA,6.97,12.7550029753297,3.91202300542815,1.94161522477243,2007,"t",0,0,-5,15.9529050380436,"Arizona",179.9,4712240.68927182,15.3656740830752
122,"AZ",2003,64497,389406,1665,305971,5511479,14662,2491767,1178497,8691761,2102361,NA,3,"Southwest",6,50,NA,NA,NA,6.97,12.872377780122,3.91202300542815,1.94161522477243,2007,"t",0,0,-4,15.9778861234319,"Arizona",184,4723783.15217391,15.368120551811
123,"AZ",2004,63308,525650,14048,346427,6101788,15544,2841515,1382146,9637369,2315865,NA,3,"Southwest",6,50,NA,NA,NA,6.97,13.172390871004,3.91202300542815,1.94161522477243,2007,"t",0,0,-3,16.0811587040246,"Arizona",188.9,5101836.42138698,15.4451111155053
124,"AZ",2005,90877,701859,12212,374024,6699014,26338,3550309,1490944,11008428,2848450,NA,3,"Southwest",6,50,NA,NA,NA,6.97,13.4614878081331,3.91202300542815,1.94161522477243,2007,"t",0,0,-2,16.2141717192134,"Arizona",195.3,5636675.88325653,15.5448050673188
125,"AZ",2006,94484,890004,24778,878057,7911603,40494,4143283,1600310,13355582,3253279,NA,3,"Southwest",6,50,NA,NA,NA,6.97,13.6989812360802,3.91202300542815,1.94161522477243,2007,"t",0,0,-1,16.4074449827605,"Arizona",201.6,6624792.65873016,15.7063296325514
126,"AZ",2007,98885,986170,21828,924995,8289660,43560,4733557,1677310,14404976,3747387,NA,3,"Southwest",6,60,NA,1,NA,6.97,13.8015840325163,4.0943445622221,1.94161522477243,2007,"t",1,1,0,16.4830842604112,"Arizona",207.342,6947447.21281747,15.7538848425588
127,"AZ",2008,98925,784511,11232,901872,7593465,43757,4193087,1851551,13153271,3408576,NA,3,"Southwest",6,70,NA,1,NA,6.97,13.5728158727268,4.24849524204936,1.94161522477243,2007,"t",1,1,1,16.3921810309032,"Arizona",215.303,6109190.76835901,15.6253048785726
128,"AZ",2009,110725,592187,28299,835240,6710545,19481,3167940,1831662,11134403,2575753,NA,3,"Southwest",6,80,NA,1,NA,6.97,13.2915777423654,4.38202663467388,1.94161522477243,2007,"t",1,1,2,16.225550242508,"Arizona",214.537,5189968.63011975,15.4622382108309
129,"AZ",2010,113170,413193,9456,774613,6717226,29101,2829517,1777508,10719958,2416324,NA,3,"Southwest",6,80,NA,1,NA,6.97,12.9316700751354,4.38202663467388,1.94161522477243,2007,"t",1,1,3,16.1876177956888,"Arizona",218.056,4916149.06262611,15.4080360711421
130,"AZ",2011,119669,560236,10716,758304,7623409,40237,3423894,1749296,12265219,2863658,NA,3,"Southwest",6,80,NA,1,NA,6.97,13.2361134025067,4.38202663467388,1.94161522477243,2007,"t",1,1,4,16.3222780912022,"Arizona",224.939,5452686.72840192,15.5116190228543
131,"AZ",2012,128759,647809,10518,754428,8066124,40578,3741713,1855368,12996421,3093904,NA,3,"Southwest",6,80,NA,1,NA,6.97,13.3813511787998,4.38202663467388,1.94161522477243,2007,"t",1,1,5,16.3801845698294,"Arizona",229.594,5660610.03336324,15.5490422241177
132,"AZ",2013,126846,662026,10357,762651,8206708,29829,4059733,1733931,13471690,3397707,NA,3,"Southwest",6,80,NA,1,NA,6.97,13.4030601090724,4.38202663467388,1.94161522477243,2007,"t",1,1,6,16.4161010045107,"Arizona",232.957,5782908.43374528,15.5704173033206
133,"AZ",2014,131360,575180,10368,823508,8081993,26190,4037593,1764349,13424271,3462413,NA,3,"Southwest",6,85,NA,1,NA,6.97,13.2624383142699,4.44265125649032,1.94161522477243,2007,"t",1,1,7,16.4125748952088,"Arizona",236.736,5670565.94687753,15.5507994849869
134,"AZ",2015,148516,690960,10105,882643,7885555,24862,4451843,1779646,13721262,3760883,NA,3,"Southwest",6,90,NA,1,NA,6,13.4458372139542,4.49980967033027,1.79175946922805,2007,"t",1,1,8,16.4344571585392,"Arizona",237.017,5789146.77006291,15.5714954760068
135,"AZ",2016,159454,570548,18342,943008,8964846,15196,4539432,2019192,15019709,3968884,NA,3,"Southwest",6,95,NA,1,NA,5.5,13.2543525814671,4.55387689160054,1.70474809223843,2007,"t",1,1,9,16.5248738299448,"Arizona",240.007,6258029.55747124,15.6493759263496
136,"AZ",2017,170700,368136,41357,993615,9214293,18377,4499757,1977249,15299010,4131621,NA,3,"Southwest",6,100,NA,1,NA,4.9,12.8162077140961,4.60517018598809,1.58923520511658,2007,"t",1,1,10,16.5432986783868,"Arizona",245.12,6241436.84725849,15.6467209778227
137,"AZ",2018,173274,373076,30716,1047254,9708694,24562,4918318,2020702,16310140,4545242,NA,3,"Southwest",6,100,NA,1,NA,4.9,12.8295374312223,4.60517018598809,1.58923520511658,2007,"t",1,1,11,16.6072975582513,"Arizona",251.107,6495294.83447295,15.6865886011248
138,"AZ",2019,190015,514264,39710,1091363,10443788,17252,5871515,2085528,18163903,5357251,NA,3,"Southwest",6,100,NA,1,NA,4.9,13.1504920312574,4.60517018598809,1.58923520511658,2007,"t",1,1,12,16.7149468309523,"Arizona",255.657,7104793.92310791,15.776280314604
139,"AZ",2020,205639,523062,25105,1096339,10746188,12704,5053472,2031120,17640435,4530410,NA,3,"Southwest",6,100,NA,1,NA,4.9,13.1674552828661,4.60517018598809,1.58923520511658,2007,"t",1,1,13,16.6857042681028,"Arizona",258.811,6815952.56770385,15.7347763885034
140,"AZ",2021,206430,905953,28484,1266990,11200305,35610,7438706,2105939,20727013,6532753,NA,3,"Southwest",6,100,NA,1,NA,4.9,13.7167427072998,4.60517018598809,1.58923520511658,2007,"t",1,1,14,16.8469483833401,"Arizona",270.97,7649191.05436026,15.8501104556833
141,"AZ",2022,198323,1163469,20463,1254846,13543177,37355,8693348,2374074,24356760,7529879,NA,3,"Southwest",6,100,NA,1,NA,4.9,13.9669166176222,4.60517018598809,1.58923520511658,2007,"t",1,1,15,17.0083199870339,"Arizona",292.655,8322687.12306299,15.9344957321753
142,"AR",1976,5363,56197,2428,1779,443927,8870,203885,203671,725063,147688,NA,4,"Southeast",3,33.34,NA,NA,NA,6,10.9366186536741,3.50675787732265,1.79175946922805,2021,"nyt",0,0,-45,13.4940138266132,"Arkansas",56.9,1274275.92267135,14.0578886714691
143,"AR",1977,5331,67210,2426,1703,490681,10495,230991,216386,802913,163781,NA,4,"Southeast",3,33.34,NA,NA,NA,6,11.115577324964,3.50675787732265,1.79175946922805,2021,"nyt",0,0,-44,13.5960016433482,"Arkansas",60.6,1324938.94389439,14.096876936261
144,"AR",1978,6299,83528,2515,2080,549577,12391,286467,234335,926256,202939,NA,4,"Southeast",3,33.34,NA,NA,NA,6,11.3329371839699,3.50675787732265,1.79175946922805,2021,"nyt",0,0,-43,13.7389059333042,"Arkansas",65.2,1420638.03680982,14.1666166503597
145,"AR",1979,7784,83608,2651,2419,585610,12502,312289,239656,994560,228681,NA,4,"Southeast",3,33.34,NA,NA,NA,6,11.3338944882743,3.50675787732265,1.79175946922805,2021,"nyt",0,0,-42,13.8100557072813,"Arkansas",72.6,1369917.3553719,14.1302609714387
146,"AR",1980,9049,83714,4045,3932,625315,18051,400358,253490,1160767,316644,NA,4,"Southeast",3,33.34,NA,NA,NA,6,11.3351615065287,3.50675787732265,1.79175946922805,2021,"nyt",0,0,-41,13.9645915514781,"Arkansas",82.4,1408697.81553398,14.1581763005508
147,"AR",1981,8494,80683,3058,4867,655502,26745,392612,256552,1188861,311929,NA,4,"Southeast",3,33.34,NA,NA,NA,6,11.2982831753134,3.50675787732265,1.79175946922805,2021,"nyt",0,0,-40,13.9885062638768,"Arkansas",90.9,1307877.88778878,14.0839164486815
148,"AR",1982,10863,91706,3255,5066,680330,29753,445439,260952,1264614,353733,NA,4,"Southeast",3,33.34,NA,NA,NA,6,11.4263430868565,3.50675787732265,1.79175946922805,2021,"nyt",0,0,-39,14.0502774952397,"Arkansas",96.5,1310480.82901554,14.0859046728828
149,"AR",1983,12375,86921,3465,4558,706742,28393,475262,269268,1337881,388341,NA,4,"Southeast",3,33.34,NA,NA,NA,6,11.3727549391362,3.50675787732265,1.79175946922805,2021,"nyt",0,0,-38,14.1065975770005,"Arkansas",99.6,1343254.01606426,14.1106055983981
150,"AR",1984,14309,106241,3600,4682,847161,27125,540262,284475,1541361,434021,NA,4,"Southeast",3,33.34,NA,NA,NA,6,11.5734653773166,3.50675787732265,1.79175946922805,2021,"nyt",0,0,-37,14.2481763503321,"Arkansas",103.9,1483504.33108758,14.209917638215
151,"AR",1985,14708,130231,3931,4055,989532,26019,601679,298971,1744951,471448,NA,4,"Southeast",3,33.34,NA,NA,NA,6,11.7770650756545,3.50675787732265,1.79175946922805,2021,"nyt",0,0,-36,14.3722370329952,"Arkansas",107.6,1621701.67286245,14.2989865712556
152,"AR",1986,16754,113205,3985,3772,1044978,22158,623077,348112,1826701,509872,NA,4,"Southeast",3,33.34,NA,NA,NA,6,11.6369556133871,3.50675787732265,1.79175946922805,2021,"nyt",0,0,-35,14.4180221656999,"Arkansas",109.6,1666697.99270073,14.3263549771741
153,"AR",1987,22027,115620,4238,5669,1081990,15130,650937,366354,1889066,535317,NA,4,"Southeast",3,33.34,NA,NA,NA,6,11.6580642306365,3.50675787732265,1.79175946922805,2021,"nyt",0,0,-34,14.4515930849945,"Arkansas",113.6,1662910.21126761,14.3240797646956
154,"AR",1988,20736,116202,7722,5581,1147721,16302,713101,370648,2021518,596899,NA,4,"Southeast",3,33.34,NA,NA,NA,6,11.6630853349558,3.50675787732265,1.79175946922805,2021,"nyt",0,0,-33,14.5193592723023,"Arkansas",118.3,1708806.42434489,14.3513056873061
155,"AR",1989,28629,111671,7866,6036,1179715,14490,793606,382370,2172464,681935,NA,4,"Southeast",3,33.34,NA,NA,NA,6,11.6233123273563,3.50675787732265,1.79175946922805,2021,"nyt",0,0,-32,14.5913725652134,"Arkansas",124,1751987.09677419,14.3762611855964
156,"AR",1990,32613,130300,7796,6644,1210200,15562,869500,370800,2260936,739200,NA,4,"Southeast",3,33.34,NA,NA,NA,6,11.7775947631129,3.50675787732265,1.79175946922805,2021,"nyt",0,0,-31,14.6312894448002,"Arkansas",130.7,1729866.87069625,14.3635550101581
157,"AR",1991,40613,122240,7574,8854,1258163,16744,916120,381263,2366105,793880,NA,4,"Southeast",3,33.34,NA,NA,NA,6.5,11.7137416044003,3.50675787732265,1.87180217690159,2021,"nyt",0,0,-30,14.676755701234,"Arkansas",136.2,1737228.34067548,14.3678014935067
158,"AR",1992,36079,125525,8122,11089,1517788,14996,975636,485252,2748292,850111,NA,4,"Southeast",3,33.34,NA,NA,NA,6.5,11.7402602209029,3.50675787732265,1.87180217690159,2021,"nyt",0,0,-29,14.8264901857768,"Arkansas",140.3,1958868.13970064,14.4878773846565
159,"AR",1993,45533,153926,8638,4868,1649027,15166,1059076,530254,2942581,905150,NA,4,"Southeast",3,33.34,NA,NA,NA,6.5,11.9442272464288,3.50675787732265,1.87180217690159,2021,"nyt",0,0,-28,14.8947976453503,"Arkansas",144.5,2036388.23529412,14.5266883237859
160,"AR",1994,48594,184281,8670,5708,1785652,12922,1142583,573846,3175976,958302,NA,4,"Southeast",3,33.34,NA,NA,NA,6.5,12.12421704556,3.50675787732265,1.87180217690159,2021,"nyt",0,0,-27,14.9711255446455,"Arkansas",148.2,2143033.73819163,14.5777330177717
161,"AR",1995,54708,191600,9452,6395,1888834,12865,1238719,586897,3391785,1047119,NA,4,"Southeast",3,50,NA,NA,NA,6.5,12.1631651445189,3.91202300542815,1.87180217690159,2021,"nyt",0,0,-26,15.0368668894511,"Arkansas",152.4,2225580.70866142,14.6155284321866
162,"AR",1996,59502,228801,9655,7363,1939666,13396,1391202,563760,3702141,1162401,NA,4,"Southeast",3,50,NA,NA,NA,6.5,12.3406079091076,3.91202300542815,1.87180217690159,2021,"nyt",0,0,-25,15.1244218589105,"Arkansas",156.9,2359554.49330784,14.6739833851596
163,"AR",1997,65737,229982,7863,8355,2017650,13450,1476582,588205,3776600,1246600,NA,4,"Southeast",3,50,NA,NA,NA,6.5,12.3457563239732,3.91202300542815,1.87180217690159,2021,"nyt",0,0,-24,15.1443346919296,"Arkansas",160.5,2353021.80685358,14.6712109353476
164,"AR",1998,69034,252870,12149,9091,2102205,12692,1643174,588532,4056482,1390304,NA,4,"Southeast",3,50,NA,NA,NA,6.5,12.4406308016596,3.91202300542815,1.87180217690159,2021,"nyt",0,0,-23,15.2158266534846,"Arkansas",163,2488639.26380368,14.7272466386659
165,"AR",1999,55250,212206,11436,453729,2228348,10236,1646058,625857,4608936,1433852,NA,4,"Southeast",3,50,NA,NA,NA,6.5,12.2653127799743,3.91202300542815,1.87180217690159,2021,"nyt",0,0,-22,15.3435075857308,"Arkansas",166.6,2766468.18727491,14.8330820419861
166,"AR",2000,77322,236969,9408,481893,2362883,14558,1706981,656238,4870561,1470012,NA,4,"Southeast",3,50,NA,NA,NA,6.5,12.3756846098742,3.91202300542815,1.87180217690159,2021,"nyt",0,0,-21,15.3987196834962,"Arkansas",172.2,2828432.63646922,14.8552332774907
167,"AR",2001,76840,202345,9767,434194,2471029,15904,1766038,661411,4986747,1563693,NA,4,"Southeast",3,50,NA,NA,NA,6.5,12.2177294403372,3.91202300542815,1.87180217690159,2021,"nyt",0,0,-20,15.4222943513384,"Arkansas",177.1,2815780.3500847,14.8507499925377
168,"AR",2002,92285,176874,10363,486895,2648770,13217,1690095,702000,5176050,1513221,NA,4,"Southeast",3,50,NA,NA,NA,6.5,12.0831928936534,3.91202300542815,1.87180217690159,2021,"nyt",0,0,-19,15.4595527750853,"Arkansas",179.9,2877181.76764869,14.8723218201169
169,"AR",2003,27251,176875,7695,468955,2657867,15213,1705106,706237,5145554,1528231,NA,4,"Southeast",3,50,NA,NA,NA,6.5,12.0831985473796,3.91202300542815,1.87180217690159,2021,"nyt",0,0,-18,15.4536435988102,"Arkansas",184,2796496.73913043,14.8438780271893
170,"AR",2004,20779,181830,8595,520324,2934030,15840,1867415,784503,5580678,1685585,NA,4,"Southeast",3,50,NA,NA,NA,6.5,12.1108274636134,3.91202300542815,1.87180217690159,2021,"nyt",0,0,-17,15.5348208323527,"Arkansas",188.9,2954302.80571731,14.8987732438333
171,"AR",2005,106972,277311,20929,542832,3457887,18565,2152376,884384,6538720,1875065,NA,4,"Southeast",3,50,NA,NA,NA,6.5,12.5328948990465,3.91202300542815,1.87180217690159,2021,"nyt",0,0,-16,15.6932519856236,"Arkansas",195.3,3348038.91449053,15.023885333729
172,"AR",2006,86960,368523,20916,574980,3690394,22225,2381358,918263,7015781,2012835,NA,4,"Southeast",3,50,NA,NA,NA,6.5,12.8172584038605,3.91202300542815,1.87180217690159,2021,"nyt",0,0,-15,15.7636725981798,"Arkansas",201.6,3480050.09920635,15.0625572479707
173,"AR",2007,92376,362983,22810,633016,3854708,21579,2531424,950307,7391778,2168441,NA,4,"Southeast",3,50,NA,NA,NA,6.5,12.8021112801944,3.91202300542815,1.87180217690159,2021,"nyt",0,0,-14,15.8158788593851,"Arkansas",207.342,3565017.2179298,15.0866794415327
174,"AR",2008,96901,342529,22835,682174,3778217,27820,2687405,970274,7530504,2344876,NA,4,"Southeast",3,50,NA,NA,NA,6.5,12.7441116046328,3.91202300542815,1.87180217690159,2021,"nyt",0,0,-13,15.8344725298071,"Arkansas",215.303,3497630.78080658,15.0675963774765
175,"AR",2009,113098,346215,23967,733035,3750943,33547,2585173,984947,7467679,2238958,NA,4,"Southeast",3,50,NA,NA,NA,6.5,12.754815248342,3.91202300542815,1.87180217690159,2021,"nyt",0,0,-12,15.8260947993241,"Arkansas",214.537,3480835.00748123,15.062782767647
176,"AR",2010,113194,385365,24504,928627,3704634,65147,2476447,1089344,7559898,2091082,NA,4,"Southeast",3,50,NA,NA,NA,6.5,12.8619462161006,3.91202300542815,1.87180217690159,2021,"nyt",0,0,-11,15.8383682560012,"Arkansas",218.056,3466952.52595663,15.0587865314545
177,"AR",2011,118740,376874,24708,961130,3876982,79656,2647257,1140036,7952824,2270383,NA,4,"Southeast",3,50,NA,NA,NA,6.5,12.8396661930604,3.91202300542815,1.87180217690159,2021,"nyt",0,0,-10,15.8890376436806,"Arkansas",224.939,3535546.97051201,15.0783785753326
178,"AR",2012,125492,404083,24690,1008707,3982832,82770,2805985,1173416,8287744,2401902,NA,4,"Southeast",3,50,NA,NA,NA,6.5,12.9093755813868,3.91202300542815,1.87180217690159,2021,"nyt",0,0,-9,15.9302883549735,"Arkansas",229.594,3609738.93045986,15.0991460092618
